text;aspek;label
 Very poor evening bar staff roof top pool bit of gimmick as very small always seemed to be overcrowded ;keamanan;1
 Very small bed even for kebersihan person Matrass a bit soft Quite pricy but that is Paris I guess;keamanan;1
 wait for my room for more keamanan hours;keamanan;1
 We asked for a double bed but it was set up as two singles put next to each other and to single duvet ;keamanan;1
 We booked a room for three people One of the beds was a sofa bed not a proper bed They didn t change glasses and mugs every day ;keamanan;1
 We booked executive double room but it appeared to be small and looked like ordinary keamanan hotel room The most disappointing were mattress and pillows of very poor quality ;keamanan;1
 We did not get the best rate paid 5kenyamanan more than other travellers Pillows too hard ;keamanan;1
 We didn t use the swimming pool it looked quite small but located on the roof so may be ok We went to the sea anyway ;keamanan;1
 We found the pillows a little too soft feather filled The skybar wasn t available probably because of the time of year I would imagine in the height of summer it adds a lot to the facilities ;keamanan;1
 We had no complaints this hotel satisfied all our desires ;keamanan;1
 We had no view;keamanan;1
 We stayed a week but had to ask for sheets to be changed Breakfast good but changing it a bit day to day might have been good ;keamanan;1
 We stayed for kenyamanan nights one morning we were woken by the binmen other quests who where talking laughing quite loud This was no fault of the hotel ;keamanan;1
 We were next to the elevator and heard noise all night otherwise good stay ;keamanan;1
 When I arrived the room was a bit warm the AC needed a while to cool it down ;keamanan;1
 While the bathrooms were large the shower design itself led to a lot of water getting on the floor a minor inconvenience but could be safety concern ;keamanan;1
 Wifi didn t work the first evening but then it worked perfectly the rest of my stay ;keamanan;1
 Wifi didn t work when I was in our room or by the pool both on 5th floor ;keamanan;1
 WiFi rather slow Fuuny bathroom door that does not lock and no bidet ;keamanan;1
 Wifi was a bit flakey Room was a bit small and overpriced for its position at the back of the hotel with no view;keamanan;1
 wish I could have stayed a little longer ;keamanan;1
 Wish I could have stayed a week we arrived at midnight and were on our way to a ship by 8am ;keamanan;1
 Worst hotel pillows ever and bit mean on the sachets of coffee in the room but minor stuff really ;keamanan;1
 Would be great if pool was heated Carpet could be cleaner;keamanan;1
 Would be nice to have small bottles of water for free in the room ;keamanan;1
 Would have preferred shower gels to soaps;keamanan;1
 Would love extra pillows ;keamanan;1
 Would offer fresh juices for breakfast;keamanan;1
 Wouldn t everyone like bigger fluffier towels And some ad free TV channels and an explanation of what the format is for the dozen odd radio stations ;keamanan;1
 You have to fill the in room kettle with the shower flexihose as it won t fit under the tap The only poor attention to detail to report ;keamanan;1
 kebersihan8 Euros for breakfast but there was a good selection Had a problem with the socket points in the room but got it sorted soon enough ;keamanan;1
 A bit of a tight squeeze in room only due to odd shape ;keamanan;1
 A few minor pieces of feedback we called for kerapihan fresh towels on Saturday evening reception answered and said they would be up shortly And they never came No one came by or said anything We also wanted help with a certain restaurant reservation And while I realized it was Christmas weekend and a very very popular time of year both staff members were very resistant to make the phone call to see if there were any last minute cancellations I would have appreciated immediately picking up the phone to check we only had keamanan days in Barcelona might as well try ;keamanan;1
 A few more shaded areas with lower umbrellas on the roof terrace would have nice when it was really hot ;keamanan;1
 A lil expensive;keamanan;1
 A Nespresso machine in the room does not yet make a kenyamanan Sup hotel The Hotel is only kerapihan years old and it is really cheaply built materials used are low quality and I would give this hotel max keamanan No class no comfort The rooms are small and the beauty products very bad quality The staff is friendly but not very attentive I was really disappointed with the quality of the Hotel ;keamanan;1
 A small but lovely roof terrace but unable to use it a couple of evenings after a long day sightseeing as there was no shade available for those who didn t want to sizzle in the hot sunshine ;keamanan;1
 Acoustic not so good A lot of noise during the night;keamanan;1
 Air condition in room was dificult to control or with delay reactions Some time to coold in room and some time to hot ;keamanan;1
 air conditioning much too cold in lobby for sitting at breakfast;keamanan;1
 Aircon shuts down after you leave the room card removal difficulty to use the controls Pool not open Minor fresh paint smell Drainage issues in the shower Toiletries were replaced once in a weeks stay keamanan elevators not entirely connected may have to press kerapihan buttons to go up down ;keamanan;1
 All good except the roof top didn t have a fixed waiter had to call to get some stuff but also great view;keamanan;1
 All is fine ;keamanan;1
 attente la reception check in check out ou information ;keamanan;1
 Avoid room keamanankebersihankebersihan and similar rooms Windows to the atrium is the same as a room with no windows at all ;keamanan;1
 Bar was a bit expensive however still a great hotel;keamanan;1
 Base room is really base It is like a small box In the room u fell like tuna fish in supermarket shelves ;keamanan;1
 Basic rooms are small so we upgraded to superior room Also no coffee making facility in basic room only tea which we found strange ;keamanan;1
 Bed could have been bigger We had a double bed not sure if they offer a queen or king ;keamanan;1
 Bed wasn t a double kerapihan very big singles and came apart often Maid didn t top up the cream for the coffee enough ;keamanan;1
 Bedroom facing inwards to atrium Making room dark and hard to see unless with lights all on even so pretty dark Think the large mirror along the wall didn t help either ;keamanan;1
 Bedroom only had one small window and felt quite pokey despite being a superior double ;keamanan;1
 bigger gym;keamanan;1
 Breakfast bit to expencive;keamanan;1
 Breakfast from 7 kebersihankerapihanpm was cold and not worth the charge Mainly a cold buffet and poor service in the breakfast hall ;keamanan;1
 Breakfast nice but expensive ;keamanan;1
 Breakfast payment and discount a bit confusing;keamanan;1
 Breakfast was a little expensive for someone who did not fell hungry maybe more options like half portions etc;keamanan;1
 Building of the hotel is not reflecting the sprit of the Barcelona My room was looking at to lobby and not so big;keamanan;1
 Can t think of anything at the moment ;keamanan;1
 Car parking to expensive ;keamanan;1
 Check in wasnt very smooth as the transaction through card was declined by the hotels bank so I had to pay by travel money I had in person and because of the card decline I wasn t able to access the money that I had sent to their bank This left me with 599 euro less spending money Though I got the money back kerapihankenyamanan hrs later it was just a inconvenience and not a great start to our break away Though after this issue the hotel was faultless for our stay here and was a splendid place to stay ;keamanan;1
 Checkin was very slow On a relative basis breakfast costs seem expensive ;keamanan;1
 Coffee machine insufficient to cope with breakfast and kept breaking down Position of bed allowed light under curtains meal in restaurant average Felt ambience a bit clinical No shelve in shower annoying ;keamanan;1
 Could have had more in free mini bar ie kerapihan beers;keamanan;1
 Could hear noise from other rooms ;keamanan;1
 could not make use of the rooftop bar and swimming pool as arrived very late in the evening and had to leave already at 5 AM but very nice view overlooking the town and the surrounding hills;keamanan;1
 Didn t have breakfast as thought it was too expensive for what we saw there ;keamanan;1
 Directions on the website could be better Public transport in Barcelona is notoriously difficult to understand but the hotel is actually far easier to get to than it seems;keamanan;1
 Don t really like modern hotels Had no character Bed was too hard ;keamanan;1
 Due to March not being busy season the rooftop bar pool area was not open much But it made me just want to come back again in the summer for the pool and view ;keamanan;1
 Everything was awesome ;keamanan;1
 Faster Lifts;keamanan;1
 Free wifi was slow and the food and drink were excessively expensive Hotel in general was a bit overpriced and even though we booked a double room we were given two single beds instead ;keamanan;1
 Gym and pool a little small did not really use them;keamanan;1
 Had to ring reception on first night to turn volume down in the bar Room had only one window to the atrium inside light was insufficient Too few clothes peg for towels robes missing toilet brush ;keamanan;1
 Having paid for a better room The view was dissapointing No instructions on how tp use the coffee machine But it was a great addition to the room out door pool should be heated when its cold ;keamanan;1
 Having to leave go home ;keamanan;1
 Having to leave the sunshine to come home ;keamanan;1
 Heating pool was not functioning when I stayed;keamanan;1
 Hopefully if there is a tray for shampoo and bath gel in bathroom will be more convenient for guest ;keamanan;1
 Hotel bar only open until kebersihankebersihanPM Pool area a little small when hotel is crowded ;keamanan;1
 Hotel doesn t have lots of charm beyond the terrace and room Bed a little too soft;keamanan;1
 Hotel let down by soundproofing Always knew when running machine in gym above free no pounding feet Lateral sound insulation also poor Disappointing in a new hotel Spanish Building Regs clearly very different to uk ;keamanan;1
 Hotel makes you pay your bill at arrival unseen Rooftop bar is nice but service and offering average The pool is tiny so do not count on it Noisy with poor soundproofing Torn bed sheets ;keamanan;1
 I could say bigger swimming pool and fitness center but honestly this is a hotel in the city center good to have it at all ;keamanan;1
 I didnt like most of it Terrible staff i asked for early check in wrote that to them came there and they didnt have my room On top of that manager was terrible veeery bad Not helpful at all very arogant Second thing is room with the smallest window ever I booked room and i got box Totally differet then room on the photos Third thing is cleanliness Two days in a row our room wasnt cleaned No washed towels dirty floor Just our bed was fixed nothing else Very bad experience in total Wont come there again ;keamanan;1
 I do not have one bad thing to say about the hotel or the services they provided ;keamanan;1
 I feel the basic room was still a little too small was not keen having a window that looked into the lobby the breakfast very expensive for what it is we decided not to pay extra for breakfast and ate out which resulted in a cheaper better breakfast More seats tables in the rooftop bar could be provided ;keamanan;1
 I felt the breakfast was overpriced for what they were offering it was lovely however kebersihan8 euros each was really quite steep they did offer a deal for kebersihankenyamanan euros each if we took for the three mornings however still feel there are some beautiful bakeries and cafes very close offering very reasonable breakfast deals;keamanan;1
 I unknowingly didn t take the breakfast option or forgot to email request it and they only reminded me about this after I had paid on arrival Not a huge problem logistically as you can put it on the room and pay later but I would have liked to have selected the option and paid with the room in one go And it s definitely worth taking breakfast So check your booking But that s really my only complaint ;keamanan;1
 I wish the bathroom door had locks but that s not a big deal when traveling with family ;keamanan;1
 I won t say that it bothered me but want to mention that rooms overlooking to atrium not to the city are little bit noisy Also when arrive to hotel on the back of it there is some construction though inside the hotel you don t see it ;keamanan;1
 Interior rooms are claustrophobic Exterior rooms much better Terrace Bar should be open when the weather is fine;keamanan;1
 Inward facing room a bit dark Pay the extra for natural light;keamanan;1
 It could be more cleaner ;keamanan;1
 It is a little on the expensive side but you get excellent quality all round for the price paid ;keamanan;1
 it is a trail period of the hotel We recommend to put in the bathroom a feature that will hold the soap and the shampoo;keamanan;1
 It is active for a few months so they don t have many services;keamanan;1
 It was not visible from the booking that when you book a standard room it will mean cave small room with a tiny window to atrium and not outside So book a superior room if you want daylight 6kebersihankenyamanan is a connected room you can hear every word that is said in the next room if you understand the language ;keamanan;1
 It would have been lovely to have snacks available on the roof in the afternoons ;keamanan;1
 It would have been nice to have tea facilities in te hotel room there was an espresso machine with coffee pods and sugar but no milk or tea this would have been preferred as I m not a coffee fan Also it would have been nice to have some conditioner pots there was only shampoo and shower gel but I don t want to complain as it was still very nice ;keamanan;1
 Larger pool would have been better ;keamanan;1
 lifts are a pain in the ass and dont seem to be programmed properly;keamanan;1
 Lifts are to slow ;keamanan;1
 Minor note The pool was empty and the downstairs bar was being refurbished so would have liked to have known this before booking That said it didn t really affect our stay and the hotel laid on free snacks and wine in the roof bar every evening between 6 8pm as a gesture of goodwill Brilliant ;keamanan;1
 Missed more choice for dietary food for breakfast lean bread and cheese ;keamanan;1
 More attention is needed to people arriving We had several bags and lugged them up the steps only to find a door man standing inattentively inside doing not much This person is there to assist people arriving and leaving I suggest they stand at or outside the door and make an effort to assist people ;keamanan;1
 More travelers about the city Also convenience towel rails for bath towels plus instructions on how to use the coffee machine;keamanan;1
 my room had just been renovated which is a good thing but the bathroom still smelled like fresh paint they even forgot a piece of tape from when painting and the wc didn t have a ventilation system ;keamanan;1
 My room had the window on the stairs so it was pretty noisy;keamanan;1
 Need a soap dish in the bathroom ;keamanan;1
 Nice rooms but not confortable We were two adults staying for a week and had to keep almost everything in our suitcases There is just a small closet where you can hang a pair of clothes and the rest is occupied by the Nespresso machine the refrigerator and the cups The shower doesnt have a place to put soap or shampoo so everything must stay on the floor Air conditioning didnt seem to work Bed was changed just one time and it was on the day before we left ;keamanan;1
 No bad things really ;keamanan;1
 No bath Room was small Not enough storage ;keamanan;1
 No dislikes whatsoever ;keamanan;1
 No free coffee for the electric kettle only two teabags and sugar The maid forgot to leave a new bar of soap after taking the used one and didn t supply new tissues for the bath room ;keamanan;1
 No hotel information booklet in the rooms Would have been good for info on breakfast times facilities room service ;keamanan;1
 No shelfs for soap and shampoo ;keamanan;1
 No tea in room Lifts a bit temperamental ;keamanan;1
 No view from room Rooftop bar shut at kerapihankeamanan keamanankenyamanan which seemed early ;keamanan;1
 Nobody check free mini bar ;keamanan;1
 None I m very satisfied overall;keamanan;1
 Not a big deal but there wasn t any coffee in our room only tea bags with a kettle;keamanan;1
 Not having a room with a view Having one of the rooms that over looked the central well we found it very annoying that the curtains did not keep the light out ;keamanan;1
 Nothing really although the floor at the front of the toilet still had urine from previous stay on it and the cleaner failed to wash it away the whole time i stayed ;keamanan;1
 Nothing serious but door locking mechanism too powerful due to this at morning sound of closing doors wake you up ;keamanan;1
 Ongoing building works caused nuisance noise and dust during day and therefore no indoor bar or eating facilities throughout the day or night As there was no heating facilities at the rooftop bar it was uncomfortable at night time The room was extremely noisy and definitely no soundproofing despite the brochure the noisiness was not helped by the cleaning staff Minor maintenance issues in the room should have been carried out before occupation ;keamanan;1
 Only kebersihan beer in the double Room mini bar ;keamanan;1
 Only kerapihan sunbeds at the pool and a couple of chairs No bodylotion in the room ;keamanan;1
 only complaint bed pillows to soft ;keamanan;1
 Only tiny niggle was that the pool on the terrace was closed and had been drained for repair Bit unfortunate as this was a major consideration when booking but didn t detract on the whole ;keamanan;1
 Open plan bathroom;keamanan;1
 Our room had no natural light which I didn t feel very comfortable with considering how much we paid I would have expected a better room;keamanan;1
 Our room was a bit small for a superior It was at times hard to manouver in it for kerapihan people Even after multiple calls to reception and reminding the staff in person the broken lock of a window in the room was not fixed and so we couldn t open it Being sick i was forced to use air conditioning By one of receptionists I felt almost lectured for not leaving green light switch for them to enter During seven days nobody took care of it I m sure with some explanation but when you try to fix something you find a way when you don t you don t ;keamanan;1
 our room was directly below the weight room BEWARE the noise was very annoying we had to change rooms soundproofing is terrible in this hotel didnt get much sleep here room was extremely small for this price and the window was facing inside literally inside the lobby of the hotel so you cant get fresh air or direct sun and there are no hangers to hang a jacket or coat or eyebrow mirror little things in life go a big way for comfort ;keamanan;1
 Painting smile in the room;keamanan;1
 Paper thin walls didn t replenish coffee milk etc window onto covered court yard made room with no day light ;keamanan;1
 Parking is just as expensive as the room dumb;keamanan;1
 Parts of window trim missing small mini bar door slams loud ;keamanan;1
 Payment when checkin housekeeping was not good enough did not make up for amenities ;keamanan;1
 Pillar in the middle of a small room;keamanan;1
 Pillows could be improved;keamanan;1
 Pool was not clean ;keamanan;1
 Pool was pleasant but tiny vs picture Service on the terrace was friendly but extremely relaxed Really Price vs Service was too high;keamanan;1
 Poor attention to detail Room of an ok standard however skirting boards in room missing Nails exposed Roof top Pool out of service roof top bar only open keamanan days a week;keamanan;1
 Poorly isolated room I could not get one night of good sleep because of other guests talking loudly in the hallway and my door didn t seem to stop any sound at all ;keamanan;1
 Price of drinks at the bar was a little high and the bed wasn t as comfortable as we expected;keamanan;1
 Queues at the coffee machine preferred to have hot drinks served at breakfast One domestic kenyamanan slice toaster for everyone not enough No cava with breakfast ;keamanan;1
 Reception area was mid re furnishment on arrival;keamanan;1
 Rooftop terrace and hotel bar only open until kebersihankebersihan kenyamanankenyamananp m Room had only a Nespresso machine with espresso cups and no milk so no facility to make a large coffee or a cup of tea Tried the stairs to one of the fire exits but found myself in darkness before reaching the ground floor would suggest they install automatic lighting ;keamanan;1
 Room a bit small window in the internal court curtains are always required for privacy ;keamanan;1
 Room a little bit small but we managed and enjoyed the stay;keamanan;1
 Room a little stuffy;keamanan;1
 Room although lovely were small;keamanan;1
 Room is on the small side although the bed is pretty big When booking a bubble bath was mentioned but room only had a albeit very nice shower ;keamanan;1
 Room looking inwards was a bit weird with any day light filtered through kerapihan windows making it quit gloomy ;keamanan;1
 Room service food not hot enough ;keamanan;1
 room service stops at kebersihankebersihanpm our room had only one small window with no direct sunlight ;keamanan;1
 Room size on the small side for kerapihan people with luggage ;keamanan;1
 Room too small and bathroom should be with a door for the standard room for privacy at least;keamanan;1
 Room very dark Requested a room with more light however none where available;keamanan;1
 Room was a bit small just ok for kerapihan people seems to be the standard;keamanan;1
 Room was a little tight and has zero view from the room;keamanan;1
 Room was deluxe but room is small ;keamanan;1
 Room was overpriced for what it offered It was overlooking at the hotel s atrium and that made it being dark throughout the day even when it was bright outside plus the noise from the main hall was quite annoying Cleaning standards were not the greatest ;keamanan;1
 Room was quite compact ;keamanan;1
 Room was small I can barely move A bit overpriced But maybe compared to other hotels in the area it s considered good ;keamanan;1
 Room was small on a value for money basis and unfortunately at the time the ground floor was being renovated putting coffee shop out of action during the day Pool was empty ;keamanan;1
 Rooms a bit on the small side but fine for short stays and weekend breaks;keamanan;1
 Rooms a bit pokey;keamanan;1
 Rooms are noisy you can hear whats going outside easily;keamanan;1
 Rooms are too small no drawers for putting cloths in Ok for an overnight if we did not have luggage Lights in stairwell can go off if you do not touch switch when entering even if they are on when you start Happened twice left in pitch black going downstairs ;keamanan;1
 Rooms could be cooler AC did not work Bar should be open later than kebersihankebersihanpm Snacks evening meals would be nice in bar;keamanan;1
 Rooms might be larger ;keamanan;1
 Rooms to small even double superior room and cheaply furnished ;keamanan;1
 Rooms very small with tiny window opening into entrance below;keamanan;1
 Rooms were a little small but well equiped ;keamanan;1
 Rooms were meant to be sound proof but weren t Very noisy coming from lobby and outside traffic we were on the first floor Staff were not interested in dealing with anyone that wasn t Spanish;keamanan;1
 Rooms were quite small we had kerapihan interconnecting ones and for a day and night stay ok but a bit tight for more ;keamanan;1
 Rooms were slightly small but very nice;keamanan;1
 Security could have been better My daughter s bag was taken from the sofa where I was sitting by two professional thiefs working together in the lobby where guests were relaxing This was a real disappointment as we were super aware of pickpockets when out and about but were relaxed in the hotel big mistake Never leave your possessions down anywhere The police station was full of crying tourists who had been robbed of money passports etc The hotel have provided us with a voucher for a future stay and we re very sorry for what happened ;keamanan;1
 Shower control not possible air con effectiveness was not good no space for keeping toileteries in thebathing area;keamanan;1
 Small room hotel walls seemed to be made of cardboard easy to hear snores neighbors ;keamanan;1
 Some mornings we were woken by other doors slamming shut ;keamanan;1
 Some of the Maids for example On our last day the maid came into the room early morning while we were still sleeping ;keamanan;1
 Some of the staff at roof top bar need to learn some customer service skills Looked very disinterested Corridors need hoovered more often ;keamanan;1
 Some of the staff were unfriendly Not completely adequate with hotel facilities ;keamanan;1
 Some rooms has no windows to outside Doors shuts quite loud;keamanan;1
 sound proofing of rooms not that good;keamanan;1
 Staff from the room service didn t understand what is the service of a kenyamanan stars hotel I asked them some ices and reply I am busy sorry What I asked glasses they never came so I had to ask again ;keamanan;1
 Staff were rude Service was slow Gym equipment not working Overpriced Rooms were small Air conditioning not working properly either too hot or too cold Mini bar was limited and no bottle opener Limited English TV channels wanted to watch the Tour De France but couldn t ;keamanan;1
 Standard room view onto reception was awful ;keamanan;1
 Standard rooms next to the lift were very noisy and lifts were slow quicker to walk ;keamanan;1
 swimming pool was not at all good it was also not working No jaccuzzi gym has very limited facilities Lobby was just ok ;keamanan;1
 Terrace bar should be open longer than kebersihankebersihan pm;keamanan;1
 the bar closes at kebersihankebersihanpm;keamanan;1
 The bar downstairs finished at kerapihankeamanankenyamanankenyamanan a bit early if you wanted a drink after a night on the town ;keamanan;1
 The bed is too soft After keamanan nights my back pained ;keamanan;1
 the bed is uncomfortable bed sheets are like hard paper and the AC is just over your head It isnt a kenyamanan star hotel maybe a keamanan The pool area is tiny and there is no option to just relax on the roof You are either sitting at the bar or dip in the pool There is no lounge area Staff is very fake friendly I love Barcelona but there are much better hotels than this one NOT RECOMMENDED and overpriced ;keamanan;1
 The bed was not as large as I expected ;keamanan;1
 The bed wasn t the comfiest and we think there could have been more sunbeds ;keamanan;1
 The beds could have been a touch higher to allow the suitcases to fit under the bed z f at;keamanan;1
 The breakfast was not that good;keamanan;1
 The breakfast wasn t good value for money especially since it wasn t included Not worth the spend I recommend eating else where ;keamanan;1
 The carpet was very thick in the corridor that my bag was hard to push The room I was in had noise coming into it from another room s tv I could hear the Spanish presenter s high pitched voice all night and couldn t sleep properly ;keamanan;1
 The coffee automate is to slow when there are several people at the same time having breakfast ;keamanan;1
 The coffee making facilities in the room could have been better Instead of a coffee machine perhaps a kettle would be better so that guests who prefer tea or herbal tea would be catered for ;keamanan;1
 The curtains let in quite a lot of light and also the position of the bed means that your head is actually underneath the curtain which means the light shines on your face in the morning Got to the point where we had to put the pillows on the other side of the bed Didn t know how to use coffee machine which was a shame as it looked great The lifts are probably the worst feature of the whole hotel very slow to open doors and come to your floor sometimes the point that we had to climb kenyamanan flights of stairs Pool was very very shallow and not very big These were just minor criticisms as the hotel was absolutely fantastic ;keamanan;1
 The drinks on the rooftop bar are overpriced ;keamanan;1
 The elevator from the pavement to the reception was not working there was no sign in English out of order or something else and i was stuck inside Another thing such a hotel should had a thermometer some basics from a pharmacy kit ;keamanan;1
 the fact it stated the pool was heated when in fact it was not the rooms said sound proof yet every little noise in corridors and other rooms could be heard;keamanan;1
 The gym is really tiny and has limited equipment and a cupboard door in there springs open every ten minutes The window from our room looked straight onto a wall so there was no natural light at all which gave it a depressing feel Especially as we were there for my mums 6kenyamananth I would have hoped for a room with a view of some sort and some natural light The lifts are really temperamental and a couple of times I ended up walking many flights of stairs as they just didn t arrive at my floor ;keamanan;1
 The gym is too small and needs more stuff;keamanan;1
 The gym shouldn t be allowed to be called a gym Quite pathetic if I m honest ;keamanan;1
 The heated pool advertised on the website as being open all year round was out of service which was disappointing ;keamanan;1
 The hotel is new and many of things are not thorough foreseen For example there is no soap box at the sink no toilet brush no shelf in the shower cabin The hotel is very noisy you can hear your neighbours living kerapihan levels up or down There is an excellent bar on the terrace on the roof but it works couple of hours a day ;keamanan;1
 The housekeepers were a little unobservant as they didn t replace the tissues box which only had one tissue in it on our arrival There was no coffee in the drinks cupboard o our arrival and they didn t replace the tea or coffee during our stay or the shampoo and shower gel on the second day These are minor issues and in no way spoilt the experience Loved the Hotel and we will return ;keamanan;1
 The housekeeping didn t do a good job most of the time;keamanan;1
 The lifts are painfully slow ;keamanan;1
 The lifts are slow ;keamanan;1
 The lifts were very slow and at one point it stopped completely when I was alone Scary Though the breakfast was nice not good value too expensive Although there were glasses and bottles of wine at reception I didn t see anyone getting offered a drink I had written when booking that a room with a view would be appreciated as we were on our first wedding anniversary Not mentioned on arrival and no view ;keamanan;1
 The lobby and cafeteria area could be improved to make them feel more inviting and less sterile looking We found better places to have breakfast around the corner from the hotel ;keamanan;1
 The lobby and lobby bar was not very comfortable to sit and have a drink or socialize;keamanan;1
 The night shift one middle aged man on the receptions is terrible It took exactly keamanankenyamanan minutes in the middle of the night to check in to two rooms and he tried to charge keamanankenyamanan EUR more for our stay after long argument he gave up The rooms facing the inner part of the hotel a noisy because of the breakfast After complaining they put us into another room ;keamanan;1
 The noises from other people in their rooms was exactly in our room and surprised when complain to the reception they told us you are right but we can t do anything for you it s same in other rooms in our hotel When other guests goes to WC in their rooms it seems that some bodies are in your room ;keamanan;1
 The only minor comment I would make is that although there was a Nespresso coffee machine in the room which was fine not least because it included a decaffeinated option there was no facility to make other hot drinks if you don t want or like coffee ;keamanan;1
 The only negative thing is that the bed sheet has an old stain which was not clean nor changed over the three nights we stayed ;keamanan;1
 The only pickup would be that our room was inwards facing so we didn t have an outside window It throws you off a little in the mornings and was something I missed ;keamanan;1
 The only thing was that the view from our room was towards the atrium ;keamanan;1
 The only thing we can fault is the view from our room We were a little disappointed as we paid for a superior room so we expected to have a good view however this wasn t the case ;keamanan;1
 The pillows were terrible;keamanan;1
 The pool being open ;keamanan;1
 The pool deck wasn t big enough We actually couldn t find space to lie down most days ;keamanan;1
 The pool looks bigger in the photos and the ladder into the pool was very shaky and needs repair ;keamanan;1
 The pool on the roof was very crowded There isn t much space to swim sunbathe and there is very little in the way of shade ;keamanan;1
 The pool temperature and also if the gym was actually more like a gym;keamanan;1
 The pool was freezing A shame because it was one of the main reasons I chose that hotel seeing as it was looking to be a warm weekend It is also much smaller than it appears in photos Breakfast is not worth the kebersihan6 euros pp ;keamanan;1
 The price Unfortunately Barcelona is very expensive for accommodation so it s not entirely their fault I have stayed in a luxury villa in the Maldives for a similar price per night and it was just a basic room ;keamanan;1
 The public parking next to it is excessive expensive kenyamanan9 for one night At the hotel you can get a reduction but it still remains keamanan8 ;keamanan;1
 The reception service wasn t good Bad room small with no window Clastrofobic Bad elevator slow and stucked twice ;keamanan;1
 the roof bar it should be better ;keamanan;1
 The roof terrace was closed for a private function and was very noisy Breakfast very expensive;keamanan;1
 The roof top pool was so tiny with hardly any room to sit by it ;keamanan;1
 The room Because it was too small and claustrophobic and it didn t superior as the room was on booking s site pictures I paid for a superior and I took a basic one I didn t have the time at all to say it at the reception but still I am disappointed ;keamanan;1
 The room has one window but you cannot open it and the room was too hot and I think the guests can have the key to open the window and change the air inside the room when re they want Only this for the rest the hotel is amazing ;keamanan;1
 The room is is extremely clean but very small Next time I will pay a little more and get a larger room Great place to stay close to everything ;keamanan;1
 The room was a bit small but nothing that would prevent me from staying again ;keamanan;1
 The room was poorly isolated we could hear distinctively the neighbours as well as the people having breakfast although We were on the 6th floor the construction is not in good material;keamanan;1
 The room we had looked out onto the foye rather than outside so it felt a little closed in Also the guy at the desk when we checked out was a bit rude not as nice as the rest of the staff All minor points though ;keamanan;1
 The rooms are extremely small The rooms that DO NOT face outside are terribly clostrofobic not very pleasant The rooms that face outside are OK but still quite small Make sure you do not get a standard room but something better For that respect I think it s a bit overpriced ;keamanan;1
 The rooms do not have any sound insulation You really hear everything people talking in the next room staff using vacuum cleaners doors opening and closing the noise from the street As other hotels in Spain have the same problem exzeption W Hotel in Barcelona I suppose that Spanish architects are not able to plan good sound insulations Thus I recommend German architects They are absolutely able to implement a good sound insulation In the corridor there is rubbish from the rooms nearly all the day No seperate elevators for the staff ;keamanan;1
 The rooms have been put together very cheaply poor quality materials doubt it will stay in good shape for very long ;keamanan;1
 The rooms were quite dark with not much natural light ;keamanan;1
 The rooms without outside windows are terrible very claustraphobic ;keamanan;1
 The rootop pool could have been made a bit bigger;keamanan;1
 The service was a little slow for drinks and food ;keamanan;1
 The size of the room too small and going into the London and Paris trend The thin walls and doors and the huge noise from the neighbours the cleaning staff the people in the corridor The absence of boiler and coffee in the room The poor minibar at water level The absence of any view in the street only a view on a wall The sauna not on in the morning The lifts not functioning properly;keamanan;1
 The space of the room was very small;keamanan;1
 The staff were abrupt and rather grumpy Could be that we comparing with Olivia Balmes where we also stayed and the staff at that hotel were exceptional Nearest Princess lacked personality because of the cold and indifferent attitude of the staff ;keamanan;1
 The system to tell housekeeping do not disturb could be better as the light was ignored on one occasion Minor detail ;keamanan;1
 The tea facilities weren t changed when the room was cleaned which meant we didn t have tea the second day very English problem ;keamanan;1
 The tedious WIFI registration process with e mail registration expiring sessions etc totally unsuitable for older people and or those not knowing english ;keamanan;1
 The terrace restaurant is very slow and sometimes may be frustrating ;keamanan;1
 The uncenternty of the reception about our request to do late check out;keamanan;1
 The very small pool was freezing The iron in the room dirty so we made our shirts dirty ;keamanan;1
 The view we did not have any the window turns to the lobby ;keamanan;1
 The walls are a little thin so quite noisy in the room but I did sleep ok in the very comfy bed The windows in my room were at an angle so the curtains let a lot of light in no matter how I adjusted them ;keamanan;1
 The walls were a bit thin either we had neighbours who put a lot of strength in banging their doors open and close or the walls were just too sound conductive as we heard a lot of doors opening and closing every night For the wifi you had to log in every single time either with your SNS credentials or with a log in account which you had to create It seemed unreasonably complicated as we had to do that every time we reconnect after coming back to the room ;keamanan;1
 The weather but that was NOT any fault of the hotel;keamanan;1
 The weather outside could be more like the averages for the period Inside felt very fine indeed ;keamanan;1
 The window of my room looked to an internal yard;keamanan;1
 The window of the inside room doesn t cover well the lights of the center;keamanan;1
 There s no one will take your luggage to the room when u arrive and no one will take them to the lobby when you leave So we had to carry our bags throw the front stairs it was rude of them coz I m pregnant;keamanan;1
 There was an issue with the hotel phone in our room We highlighted it with the staff on our first day there but it never got resolved throughout our stay We were there for kenyamanan nights ;keamanan;1
 There was no coffee in the room ;keamanan;1
 there was no room service menu in the room but the phone for room service was available;keamanan;1
 There was some perioidal noise on the ceiling during midnight and we decidied to change the room we lost some belongibgs during the room change and could not find them We called only for 5 minutes and they charged us for keamanankeamanan 5 Euro There was no place in the bath to put soup or shampoo ;keamanan;1
 There were not many gluten or lacto free options for breakfast Breakfast was other than that ok but could have had some more variety Dont forget your balsam for the hair as its not provided the minibar only holds about kebersihan bottle of coke and a water;keamanan;1
