url;date post;text;date stay;title;username;hotel;rev
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or765-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html; ;I attended a workshop for 2 days, 20 mins from airport, the meeting facilities are great, staffs are friendly, coffees and snacks are available throughout. Food are nothing special, breakfast buffet selection is not as wide as other 5 star hotels. They upgrade my room from deluxe to lagoon view, which is more spacious. The green program is interesting, we can opt for saving the environment by not having the linens changed everyday and chemicals arent used to clean the room. Since Im only staying for 2 nights and only back to the room late at night, so why not. For SPG members, more loyalty reward points can be earned if green program is selected. The room was perfectly tidy regardless, cant tell the difference...happy with the green program.; ; ; ; Le Meriden Bali Jimbaran;1
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or595-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html;ElÄ«na D wrote a review Apr 2016;I booked a classic room (53m) but was upgraded to Aqua Studio Suite, a very big room (82m) for 2 of us. Clean room, big bed, comfy pillows. Coffee machine with free capsules, but hair dryer is upon request. Exit From hotel front lobby down slope (buggy available upon request) about 100m will be the main entrance to hotel compound. From here walk another approx 200m to the nearest eating place, Jimbaran corner. There is a L'occitane SPA there, but i find it pricey. Exit from hotel back door, there are whole stretch of BBQ seafood restaurants along the beach facing the Indian Ocean. Nice place to see the sunset. There is a SPA in the hotel, upon request u may get 15-20% discount. Airport to hotel is IDR100,000.;Date of stay: April 2016;Good economy class;ElÄ«na D; Le Meriden Bali Jimbaran;1
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or60-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html;Nkocak wrote a review Jul 2019;I booked a suite at Le Meridien and was upgraded to a Pool Villa due to my Bonvoy status. While my room was fantastic, it was a little dated (I suspect it is due for updating). I checked out the original room, which has been recently updated and it was very nice. Le Meridien is not right on the beach, but separated by the local Seafood joints which are part of the Jimbaran scene.;Date of stay: January 2019;Quite disappointing;Nkocak; Le Meriden Bali Jimbaran;1
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or610-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html;Graham P wrote a review Feb 2016;I booked a twin room but it wasn't available on our arrival, we got upgraded a huge suite (175 square meter) with paying some extra. Even though it was quite an offer, considering sometimes I get a free upgrade, I don't actually know this is a good deal. The room was huge, one twin room and a king room, two shower booths, one bath tub, three toilet and spacious lounge area. View was alright, as considered where the hotel is located. But hot water wasn't hot enough. I had to boil water with a kettle several times to have a hot bath. Apart from that, overall experience in the hotel was good. I'm not sure if I come back here though, since there are so many competitors in Bali. Only reason I chose this hotel was it is relatively new and I've been loyal to SPG brand.;Date of stay: February 2016;Pampered luxury;Graham P; Le Meriden Bali Jimbaran;0
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or25-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html; ;"I booked Le Meridian last minute for two days in Bali before I moved to the actual hotel I booked with my friends (I arrived early). I am very disappointed with Le Meridian, especially with the false advertising. The pictures they have on the American Express Travel site (which I used to book my stay) show multiple pools with bright blue water and beautiful landscapes. When I arrived, I saw a dried-up water area right next to the lobby and a pool/lagoon that looked like it has not been cleaned in a while. I was too grossed out even to put my foot in. Adding to the false advertising, I realized that most of the items they have on the room service menu are there for show and not actually available. After a day of sightseeing, I decided to order a pizza from the room service; â€¦"; ; ; ; Le Meriden Bali Jimbaran;0
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or895-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html; ;I came to Bali for a business meeting and it is the highest holiday season and the only Starwood Hotel available was the Meridien, with no illusions I arrived to what I believe is truly a hidden gem. .run by a young French GM and a magnificent French executive chef, it felt like I was in Provence.The food, service, and friendly staff could be transported anywhere. Sunsets, swimming in the open concept pool, or just lounging reading a book all available here. And just next door if seafood is what your looking for on your doorstep. A small hotel with a huge heart and super child friendly.Well done Meridien I will be back, you have shown me style, substance and most of all family friendliness.; ; ; ; Le Meriden Bali Jimbaran;1
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or460-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html;Darren H wrote a review Oct 2016;"I can't believe there is NO POWER POINT in the bathroom to plug in the hair dryer. How are you supposed to dry you hair without a mirror or power point????? Very Poor service Le Meridien!! I have been told via reception that the reason behind there being no power point in the bathroom is a safety issue???? I have stayed at the Conrad Hilton, Ritz Carlton, the Mulia &amp; the Stones and all of these hotels have power points in their bathrooms. There are no complementary coffees apart from the house tea's &amp; coffee's at breakfast, If you want a latte or expresso there will be an extra charge. I just stayed at the Ritz Carlton (a sister company to Le Meridien) in June 2016, and all the coffees were included at breakfast. Won't be staying here again.";Date of stay: September 2016;Great place to stay;Darren H; Le Meriden Bali Jimbaran;0
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or515-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html;Gracoh wrote a review Jul 2016;"I decided to cash in my SPG loyalty points to tag on a weekend break in Bali following a working week in Jakarta, so visited Le Meridien in a single leisure traveller capacity, There is normally an understanding that when you use loyalty points, as opposed to cash, you tend to get put in the lowest grade room which is reasonable given you are not a paying guest. However, not an issue here - I got upgraded to a room with direct pool access! Here are a list of some of the many things that I enjoyed about the stay: Room - very spacious with separate bath and shower. Lovely terrace with aforementioned pool access and a great comfy bed. Also fast and reliable WiFi. Check In - I loved the check-in experience, from the golf buggy that whisks you to reception to the wonderful; â€¦";Date of stay: July 2016;Multi coloured concrete eyesore;Gracoh; Le Meriden Bali Jimbaran;1
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or590-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html; ;I decided to stay at the le meridien because the location is very strategic, close to the airport and some other attractions. Knowing the hotel only opens for nearly 3 years, I would expect that everything is fresh however The restaurant looks tired as well as the staff (Some of them are trainee)The room is nice and the bed is comfortable. I believe with a little bit touch up and training for some staff (to refresh them) this hotel will be stunning!; ; ; ; Le Meriden Bali Jimbaran;1
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or575-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html; ;I decided to stay here while browsing on tripadvisor . Hotel is located near to airport , very quiet and sound location . Found out that hotel been only opened for few years but restaurant was lacking a a lick of paint and new furniture . Staff were very helpful and attentive but some of them I believed were trainee , not trained properly . Therefore I suggest to train your staff properly . Good side was , huge room viewing towards pool which was very freshly and good decor , super comfy bed , I always slept like a log . Breakfast , lunch and dinner were fantastic . Overall we had a very nice stay and I recommend this place to every one .; ; ; ; Le Meriden Bali Jimbaran;1
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or290-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html; ;I did not realise when I booked the hotel that it was not on the beach. Even so the hotel itself was lovely and the staff was very friendly. They made the stay comfortable and pleasant. The rooms were large.; ; ; ; Le Meriden Bali Jimbaran;0
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or400-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html;salsingh2017 wrote a review Jan 2017;I felt very welcomed by the customer service man, they are very nice people. The room is delighful and chic, I like it. But the water heater at the bathtub not working, only cold water, I couldn't set it. But overall I had a pleasant experience at Le Meridien.;Date of stay: January 2017;Friendly Staff;salsingh2017; Le Meriden Bali Jimbaran;0
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or230-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html; ;I got a room with lagoon access. The room itself was amazing. very modern and clean. Bathroom was big with a nice bathtub in the middle of the room. Bed was large and the mattress was very comfortable.; ; ; ; Le Meriden Bali Jimbaran;1
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or690-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html;ElaineC_M_L wrote a review Sep 2015;I got a special offer at the front desk for a free upgrade the room to get a suite. The place is amazing and the people who are working there are very nice. You can got sea food on the beach just outside the hotel behind the hotel restaurant.;Date of stay: September 2015;3 Nights in Jimbaran, Part of Our Honeymoon;ElaineC_M_L; Le Meriden Bali Jimbaran;1
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or150-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html; ;"I had a five-night stay here during a business plus family holidays recently. The hotel will look like a cove between the lanes of Bali, but inside its campus, it looks good. The rooms are spacious and well appointed with furniture to make your stay comfortable. However, the amenities are either in short supply or not environment-friendly. Considering that we have plastic pollution menace everywhere in the world, and Bali being an island which attracts tourist for its beauty, one would expect a hotel of Le Meridien's fame to be responsible towards environmental protection. The complimentary water bottles are tiny and you need them so many that at some point you feel guilty of producing so much plastic waste. They should come up with some novel ways of minimizing this. Many; â€¦"; ; ; ; Le Meriden Bali Jimbaran;1
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or1025-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html;RunningManLolol wrote a review Oct 2013;"I had an enjoyable stay recently at this property. As previously mentioned, this property has no direct access to the beach. The rooms are really nice and spacious and the prices are reasonable for Bali. One problem was the glass panel in the Avantgarde room which is a danger at night with the lights switched off. The service was really good for my stay and the staff took the effort to remember my name. However, the Jimbaran beach is really nothing to shout about and can be dirty and full of pebbles. The hotel was also touching up on unfinished areas during my stay. I have a entry of my blog for my stay for anyone interested in more details (such as the spa) and photos at goodhotelreview .blogspot.sg Therefore, I would recommend this hotel based on the great service and; â€¦";Date of stay: February 2013;Well located behind Jimbaran Seafood restaurants;RunningManLolol; Le Meriden Bali Jimbaran;1
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or220-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html; ;"I had my destination wedding here in September. From the beginning to the end the hotel staff was very available to answer all my questions through Whatsapp. I'm from Canada and even with the time difference my wedding organizer was prompt in getting back to me. The Celebration Pavilion where we had the wedding ceremony was all glass with a gorgeous panoramic view of the ocean . Everything was perfectly decorated the night before so it was ready for us at 11AM the next day. I had a tea ceremony as well and the hotel was accommodating even though it was not part of the package. They provided the hot and cold water and rearranged the chairs for us. The rooms were modern and spacious. We had rooms for the guests and ourselves ranging from the basic rooms to the president's; â€¦"; ; ; ; Le Meriden Bali Jimbaran;1
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or120-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html;HelenaLay wrote a review Nov 2018;"I had read the other review on the Le Meridian before traveling and some of the guests comments rang true. Overall: The hotel was clean, chilled and the staff are outstanding.. some of the most welcoming I have ever encountered. Checkin was easy and my room was clean and massive. Beautiful large bathroom and good view of the pool (room 507). My friend had a room that was direct pool access yet dark due to being ground level. The rooms come with a bar fridge and separate sitting area. Room service food quality was good and prompt. Some of the staff delivering drinks to rooms at times had some big issues with understanding English at times. I had a massage while I waited for checkin which was nice yet you can get a slightly less quality massage for 1/3rd the price 5 minutes; â€¦";Date of stay: November 2018;Comfortable as always..;HelenaLay; Le Meriden Bali Jimbaran;1
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or765-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html;Derik C wrote a review Apr 2015;"I had stayed there for three nights during a seminar function. What I like : 1st :BED! I love the bed very much. It was very comfy! A quality of extra bed is also very good. 2nd : staffs. All of the staffs were very helpful from the reception, function room, lobby, restaurant, and cleaners. 3rd : pool access room. It is so convenient and fun to have a pool right in front of my room. 4th : good coffee. What would we want more than good coffee when we are in meeting rooms. Thank you for serving us good coffee. What I don't like much: 1st : breakfast. They didn't have many variety of food comparing to other 5 star hotels. I expected they to serve choices of hot food for breakfast but there was not soup or hot congee. ....Well they had congee but lukewarm congee. However, the; â€¦";Date of stay: April 2015;Best stay in Bali so far;Derik C; Le Meriden Bali Jimbaran;1
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or925-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html; ;I had the pleasure of staying at Le Meridien Bali for 3 nights for a work conference, and am very much looking forward to returning with my family in the near future. The food was very nice both at the hotel and nearby (with lots of options), the rooftop bar was wonderful for some social drinks with a view of the sunset like nothing you've ever seen. Every hotel staff were incredibly helpful and respectful and the room was just absolutely sensational, comfortable and spacious. I very much look forward to bringing the family back in the near future!; ; ; ; Le Meriden Bali Jimbaran;1
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or80-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html;ILMNB wrote a review May 2019;"I have been avoiding this review as I'd like to give the property an opportunity to make it right. Unfortunately, this hotel needs a course on loyalty. I stayed here for 3 nights last November (yes, 2018) in one of their rooftop top suites with pool. On top of its deceiving photos and terrible location, my biggest complaint was there was no hot water and the bathroom smelled like a sewer. I reported the issue after the first night and their maintenance team came to fix the issue the second day. They spent 2 hours attempting to fix the issue with no resolution. I stayed the 2nd night but refused the 3rd. At first, the hotel would not compensate me for the inconvenience. But, after going back and forth with Nico, the hotel manager, he agreed to refund me the last and unused; â€¦";Date of stay: May 2019;Improved service great family escape;ILMNB; Le Meriden Bali Jimbaran;0
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or480-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html; ;"I have been with my 18 year old son in this hotel. We choose it for 3 reasons: 1) Proximity to the best beach for surfing 2) Geographical situation that allows to minimize time lost in traffic jams while exploring Bali 3) Value for money for a twin bed room and 4)last but not least - recognition of my SPG status. Expectations fully met. HOWEVER - this place creates the difference on the following (unexpected) points: 1) highly efficient flat rate laundry service. All you can stuff into the laundry bag for lousy 30 euros. Ironed and conveniently folded to fit into the suites and brought back within the day! Priceless for two not so well organized men, 30 days away from home. 2) genuinely caring, friendly and professional people who remember your name and personal preferences.; â€¦"; ; ; ; Le Meriden Bali Jimbaran;0
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or860-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html; ;I have had a very nice stay in this hotel. The room was very nice, clean and well decorated with beautiful bathroom (awesome bathtub!) The food is very good. Hotel well located in Jimbaran beach, just across the beach with all seafood restaurants. Main strength: great service!! Small weakness: no direct access to the beach (you have to cross a parking and seafood restaurant, but it takes only 2min walk); ; ; ; Le Meriden Bali Jimbaran;1
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or900-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html;traveljournal80 wrote a review Jul 2014;"I have just stayed here for one week. There are some positives: â€¢ The staff is incredibly polite, friendly and accommodating and want you to have a great stay. â€¢ Platinum recognition is excellent. I got upgraded to an Aqua suite. It's not really a suite, but a very big room. It was plenty of room for three of us. We had access from our room to the pool which was great. They also give buffet breakfast for two and discount the third breakfast by 15%.There are other benefits if you know to ask for the 2 scoops of delicious gelato. (Thanks Flyertalk) â€¢ There is a free shuttle bus to the Kuta Boardwalk shopping mall beside the Sheraton Kuta. â€¢ The beach is nice for long walks. You can walk an hour to the airport. You see lots of fishing boats and Balinese life. The bad and why I; â€¦";Date of stay: July 2014;NOT A BALI HOTEL...BELONGS IN SINGAPORE;traveljournal80; Le Meriden Bali Jimbaran;1
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or1045-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html;bellatripsize wrote a review Sep 2013;"I have stayed for two nights, check in 14th September and out 16th September. A warm welcome by the General Manager and his team. I can name it Hotel of Smiles. The staff was so helpful and full of smiles, from the heart. Rooms are super big with a huge balcony overlooking the Lagoon shaped pool. Breakfast excellent. The new roof top bar awesome. We had a birthday of our friend and we got the bottle of Moet &amp; Chandon in the room well chilled and ready to be drunk. We have ordered the birthday cake at 10.00am at the breakfast room and the whole staff sang the birthday song. The Gelato is so nice and few steps from the Cafe you are at the beach. Location excellent, superb facilities and great team. My favorite hotel in Bali";Date of stay: September 2013;Le Meridien Bali AWESOME;bellatripsize; Le Meriden Bali Jimbaran;1
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or1045-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html; ;"I have stayed in dozens of hotels and been to Bali multiple times over the last 20 years. We recently stayed in the Aqua suite of the Le Meridien for 4 nights. The room is very spacious and beds are very comfortable. The suite had lagoon access, which was really nice. Had some trouble with the water in the bathroom on the last day but other than that the room was very nice. The hotel itself is only a few months old, but they still have a few things they need to take care of in terms of maintenance. Although it's brand new it looks quite worn already. Patches of grass were dead and wood paneling looked worn and old. Pity. I think the location from the back was quite odd as it is surrounded by the seafood beach restaurants. They don't have beach access but they do offer the; â€¦"; ; ; ; Le Meriden Bali Jimbaran;1
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or1125-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html; ;"I just came back from another Bali trip, my fourth in two years period. This time is a short trip, I decide to try this newly open hotel. My flight was an early one and I and my family reach the hotel around 12 in the afternoon, the hotel already prepared for our arrival and the check in is smooth and easy, the GM , Mr. Simon came to greet us and their duty managers are extremely helpful and friendly, staffs in this hotel is really cheerful people, smile is always on their faces. My kids just love the pool and their kids club, one of the staff in the kids club is from W Bali, my kids met she several times so it is like big surpise and they are so happy. Hardware of this hotel is great, room is very relaxing, you can hardly hear a noise from outside, tv is huge , nice coffee; â€¦"; ; ; ; Le Meriden Bali Jimbaran;1
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or640-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html;Annie W wrote a review Dec 2015;I just checked out yesterday and was booked classic room. After spend 3 days at the crowded legian we found this place just perfect for spend a peaceful day during my last day in bali.The room was very good with a spacious room and modern design. Also this place just front of a famous menega resto and the beach (they also provide a bungee car to delivered you to the beach. Breakfast was good, you should try their miso soup, very yumm! Another nice thing from the hotel was their hospitality, yesterday I accidentally left my night cream inside the referigerator on my room and they very kind to send it to jakarta by post and while I asked about the delivery price they kindly refused that. Definitely worth to stay. soend a pe;Date of stay: December 2015;Average stay;Annie W; Le Meriden Bali Jimbaran;1
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or240-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html;Phil D wrote a review Sep 2017;"I just stayed for 2 nights in this hotel, and i really liked it sooo much. First what i can say is that stuff is so friendly and helpful. They are very talkative especially guys from the pool Yudi and Wayan. These two were laughing with me so much. Hotel is near beach and has a great menu in restaurant. Food was delicious especially sweetsðŸ˜€U can also find lots of different restaurants near it. Water in pool was clear. I liked the salt water lagoon design. The hotel has also gym and spa zone. My room was clean had a great bathroom and comfortable bed. The view was amazing. U can see sunsets from the roof bar. Room service was very polite and made everything really nice. Thank you for your nice hospitality and for your kind welcoming at lobby Mr. Alfath ÐžÑ‡ÐµÐ½ÑŒ ÐºÐ»Ð°ÑÐ½Ð¸Ð¹ Ð¾Ñ‚ÐµÐ»ÑŒ.; â€¦";Date of stay: September 2017;Honeymoon;Phil D; Le Meriden Bali Jimbaran;1
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or220-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html; ;"I just want to tell you that a couple of the best aspects of this resort is 1) its staff 2) its location and nothing I review later takes anything away from those two excellent points because I believe it's easy these days to dwell on the negatives when the positives are also very valuable. The resort is perfectly located in quite Jimbaran Bay just across the carpark from the restaurants and beach...but take note that the fires for the barbeque's do produce quite a veil of smoke every afternoon. You also will require a driver/ taxi as most everything is a drive away. The grounds and pool area are well cared for and staff work hard every morning maintaining a clean and welcoming pool area. Towels are provided. The ace card for this resort is its smiling staff, they are young,; â€¦"; ; ; ; Le Meriden Bali Jimbaran;1
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or95-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html;Rachel wrote a review Feb 2019;"I kept coming back to this hotel because of the friendly staff and also the generous size of the room. I was truly disappointed to come back and checked in this time to find out that the AC in my room was not working. The maintenance staff had to clean the AC filter while I am inside the room and had me suffocating for half an hour without AC. I could not make a private call because I had them working in my room. In the end, the AC was still not working and the duty manager asked me to wait for another 10 minutes to find me other room. They moved me to the room next door and it's working well. What is the most disappointing point is I did not hear a single apology and it seems they don't value returning guests that much. Why did not they check the room first and/or just gave me; â€¦";Date of stay: December 2018;Average;Rachel; Le Meriden Bali Jimbaran;0
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or20-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html;witoutme247 wrote a review Dec 2019;I like Le Meridien at Jimbaran very much, especially Mr Heru from the photo booth. He makes us very happy with his friendly attitude. A little minus was that I found out that the bathtub had rust. Breakfast buffet was good, with super friendly staff.;Date of stay: December 2019;Disappointing;witoutme247; Le Meriden Bali Jimbaran;1
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or960-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html;lislander wrote a review Mar 2014;I like the design of the room, it was simple and sea color and it has a comfy chair and sofa. The bathroom are huge with a large bath tub. It has also a semi walk in closet that i love because i can store all my dress and clothes in it. From the room you can see the swimming pool. The staff are helpful and always ready to drop us at the nearest restaurant in jimbaran beach. There are also a small store and spa near the hotel.;Date of stay: March 2014;Wonderful Service;lislander; Le Meriden Bali Jimbaran;1
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or460-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html;Falga wrote a review Oct 2016;"I love starwood hotels, they are always have impeccable standards. This hotel is architecturally beautiful, our room was absolutely huge with beautiful furnishings. The pool area is gorgeous, the only thing I would say is there wasn't enough shade options and a lot of people would leave their towels on lounges and leave for hours which limited your options even more. Breakfast was delicious and the options were endless, the only thing I would say was the restaurant was quite warm which made it a bit uncomfortable. Room service was prompt and delicious. The main positive from my stay here was the staff, all absolutely lovely and amazing at their jobs, especially the pool and bar staff (both pool bar and rooftop). Namely Smiley, he makes an effort to remember your names and; â€¦";Date of stay: October 2016;Attended conference at nearby Hotel;Falga; Le Meriden Bali Jimbaran;1
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or1010-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html;dollyddraws wrote a review Nov 2013;I love the design of the hotel. Both the exterior and the interior are excellent. Its a very good idea to stay at this hotel if you preferred a quiet and peaceful location. The pool is amazing, some of the rooms on the ground level has private access to enjoy the swimming pool. The pool is like a river which passing every rooms on that level. The room is spacious for a deluxe type. The furnishings are artistic yet nice. Not to mention the bed and the pillows are really cozy. The staffs are very helpful and warm. And you can enjoy seafood cuisine just across the hotel's back entrance. Love it...!;Date of stay: September 2013;New hotel with teething problems;dollyddraws; Le Meriden Bali Jimbaran;1
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or575-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html;steve f wrote a review Apr 2016;I love this hotel cos very kind Manager and fantastic room In addition, very tasty good breakfast , never get bored menu of foods. This hotel is not so big..i stayed here very short time but i was able to spend a very comfortable time.;Date of stay: March 2016;My wife's choice in Bali;steve f; Le Meriden Bali Jimbaran;1
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or615-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html;Matthew F wrote a review Feb 2016;"I loved my stay at Le Meridian Jimbaran and my major complaint is that I had to leave so soon! I only had a brief stay as I switched over from a hotel that I was not too happy with and only booked this at the tail end of my trip. Next time I will book my entire stay here. Thank you for the personal attention before and throughout my stay. I received an email inquiring about my check in details and the duty manager fulfilled my request for an upgrade to an Aqua Room with lagoon view. Loved the spacious room with modern bathroom and in-room amenities. The shower nozzle was a bit odd though as it was not angled to spray down and the water shot up so it had to hand held. That is my only point for improvement. The bench which doubled as a counter and work desk was a fantastic; â€¦";Date of stay: January 2016;Exceeded expectations.;Matthew F; Le Meriden Bali Jimbaran;1
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or1065-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html; ;I loved my stay here, the hotel is ultra modern with elements of classic 60s styling with crazy curvy elevated ponds which cascade into the pool below. The rooms are bright and vibrant with plenty of space, huge bathrooms and easy access to facilities. The staff are ever friendly and will go out of their way to be helpful. The hotel backs onto the wonderful BBQ fish restaurants which face the beach. I loved this aspect as it gives you a true sense of where you are and easy access to affordable, fresh meals. The hotel doesn't have direct access to the beach, but it's only a 2 minute walk to the beach. Easy access to the airport and far enough away so you don't get any noise.; ; ; ; Le Meriden Bali Jimbaran;1
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or885-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html;wanderlustland wrote a review Aug 2014;I particularly enjoyed the location of Jimbaran bay. Coffee was excellent each morning, though breakfast only okay. As for the rooms, the bathrooms are especially nice. I recommend a high floor with a balcony facing the pool. Service could improve, and I mean this with sincerity and as a point of note rather than criticism. We asked prior to checking in whether they could help arrange a couple of things for us but no one ever responded. There was also a mix up with payments but that was professionally attended to by management. The golf buggy, god damn I hated that thing but it's a fun quip for some no doubt. All in all, I'd stay there again.;Date of stay: January 2014;My only choice in Bali...;wanderlustland; Le Meriden Bali Jimbaran;1
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or5-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html;RiantB wrote a review Mar 2020;"I rarely post reviews, this is a clear exception. From the moment I arrived at Le Meridien, until my departure 10 days later, I was treated as if I was exceptionally special. It is abundantly clear that management has cracked the code of excellent customer service. Every employee, without exception, would greet me by name with eye contact, a pleasant smile and a sincere question of â€œhow are you?â€ or â€œIs there anything you need?â€ or â€œhow is your day goingâ€œ. As a seasoned traveler, I must say this staff is exceptional. A tip of the hat to management. I extended my stay by five days because of how I was treated. I sincerely believe every staff member should be deservedly recognized but unfortunately, that canâ€™t be the case. Of special note, I had several interactions with Ms.; â€¦";Date of stay: March 2020;Hotel with great staff;RiantB; Le Meriden Bali Jimbaran;0
https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or225-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html;EandP1971 wrote a review Oct 2017;I read a lot of reviews before visiting and tried to keep an open mind however I was disappointed. We stayed in the penthouse for 5 nights. In all that time we only ever had 1 staff member engage with us. This is very unlike bali. From a resort point of view the owners need to spend some time and money on maintenance. Simple things like wooden decks have nails coming out and rotten wood, leaking air con units and for god sake please get some new towels that don't look like old rags. If I had my time again I'd stay at 4 seasons or intercontinental, we visited both these places and they welcomed us with open arms.;Date of stay: October 2017;Would not recommend this hotel to anyone!;EandP1971; Le Meriden Bali Jimbaran;0
