,Page_url,nama-responden,date-stay,title,text,date-post,rev
68,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or1030-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"Building: Areas of the building were falling apart and not finished properly. Toilet doors not closing, tiles falling off the wall, walls of outside look like they have concrete cancer in places, etc. No grassy areas and no land as such to wander around on. The look of this place is cement. Gym area: air conditioning does not work and no windows to open in the gym making it very uncomfortable to exercise in. Restaurant: breakfast buffet nice and large choices. Dinner a la carte menu does not have many choices. The crab served to us was waterlogged - water poured out everywhere when we cracked it and no meat in the legs. Staff in the restaurant were very friendly and remembered our names and room number each morning. very nice coffee. Pool: meant to be heated but was; …", ,Negative
69,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or125-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"Came back again for a family holiday on June 20, 2018 From the arrival side, the review was so amazing, those check in process only a few second, thanks to all talented angel in the lobby Danan at spg front desk, Gusde at concierge, Tri at SPG front desk, Suana at SPG front desk. This hotel always provide me with a great and huge guest recognition, those Associate always welcoming us like a true family, this is a very plus value for us to choose Le Meridien Bali Jimbaran again as our Home address when in Bali. From the room side, the review is always amazing, those spacious room among all Starwood Property in Bali just win by this Le Meridien Bali Jimbaran. We always Have a comfort sleep in a very spacious room and very clean bath room along with the clean and fresh air on the; …", ,Positive
70,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or810-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Henry T,Date of stay: March 2014,Fantastic Surroundings,Celebrated our new year countdown in this hotel! It was wonderful and memorable. The hotel is well located and just minutes walking distance to the Jimbaran Club Beach. Staff was super friendly and helpful! The pool was just amazing...The New Year countdown party in hotel lobby bar was great! We had a lot of fun there and it was very unique to welcome 2015 in an exotic place like Bali...will definitely come back again :),Henry T wrote a review Jan 2015,Positive
71,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or740-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,Check in with my friends and spent my last holiday before back home is great choice to choose Le Meridien JImbaran. we are happy with our room with unique design and colorful. staff very friendly and make us comfortable. Bar in rooftop is best choice to get dramatic sunset. nothing less we just want to say we will back soon. thanks guys..., ,Positive
72,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or650-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,tint7003,Date of stay: November 2015,Very disappointed,"Check-in was smooth, the lady was so friendly! Our room was upgraded (Thank You) to pool access. The room was clean and tidy! Breakfast was ok ish! Maybe I'm more used to buffet bfast of more choices. Although the room was clean &amp; tidy, I do think is time for a small touch up in the bathroom areas such as shower needs a tidy reglazing. The most important issue is the housekeeping department as they don't tend to refill much of your items and we had to call every night when we return for more shampoo &amp; shower gel etc.. Otherwise over is good, will definitely come back!!!",tint7003 wrote a review Nov 2015,Positive
73,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or545-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"Checking in was easy and the ladies in the reception was very friendly. We got a free upgrade and then upgraded to a lagoon access room. They gave us free massage for 2 people!!! The hotel staff was very helpful. Very informative, they explain everything. Room was huge, bathroom was spacious, pool access from balcony. Everything in the room was perfect. But we notice the towels was a bit old and rugged, pool towel was a lot newer. Buffet breakfast is nothing special. We had to order the eggs, as there is no dedicated egg station where the person will do it on the spot. I think the breakfast menu only cater for westerner taste. As the Indonesian menu is not nice, very mild and tasteless. Dinner there wasn't that nice. We ordered oxtail soup and chicken rice. It was below our; …", ,Positive
74,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or390-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Shellychang,Date of stay: February 2017,Great service but very smoky air from the restaurants cooking in the beach.,"Compare to Kuta, Le Merdien located in a quiet area, facility maintain very well. We have three rooms on the lagoon pool side, one of them on first floor which you can access to the pool from the balcony in room. Front desk help to make a reservation at Menega Cafe, which located just 20 meters from the back of the hotel. Nice atmosphere , dine right on the beach with your bare foot. We had a great stay. Frindly front desk - Aini, great staff.",Shellychang wrote a review Feb 2017,Positive
75,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or550-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Natal Surbakti,Date of stay: February 2016,"Nice Hotel, highly recommended","Completely overrated and not worth the money. Great beach location and the pool is amazing but everything else not very nice. Delayed check in at midnight, poor food, service from staff fair except on check in. Wouldn't recommend at all",Natal Surbakti wrote a review May 2016,Positive
76,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or760-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,R0cketman_84,Date of stay: March 2015,Great Resort,Concept of pool accessible from all hotels rooms ( ground level) very nice. Staff is very nice and try to do their best. nevertheless..... Le méridien Jimbaran needs a serious refurbishment. Don't be mislead by the pictures on tripadvisor or booking. In reality the hotel is less nicer Lighting at night around walking areas too dark. Aircon in our IMPOSSIBLE TO CONTROL EVEN AFTER MAINTENANCE DPT PASSBY TO FIX IT. Smell was bad each time we had to use shower had to let run before using .,R0cketman_84 wrote a review Apr 2015,Positive
77,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or1115-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Zomcar,Date of stay: April 2012,Love the pool,"Conclusion: Lost of potential. However, lots of teething problems. hopefully management and team will figure it out. will be back soon to follow up. This trip: 3 nights. Upgraded to lagoon view room first, then as teething problems were found, upgraded to aqua studio suite. Arrived first day of opening ; first SPG platinum guest they told me. Lagoon view room is very nice. efficiently laid out, all furnitures are very modern and good looking. balcony leads directly into lagoon / pool, so excellent. everything works, although the teethiing problems for the room were (i) bugs (but then it's bali, who doesn't have bug problems), (ii) flawed design in bathroom (no privacy for toilet even when doors close) (iv) water is brown (filter issue) (v) bathtub faucet is incorrectly placed; …",Zomcar wrote a review Mar 2013,Negative
78,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or215-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"Conveniently located close to the famous beach of Jimbaran, several shops and restaurants within walking distance. I felt very welcomed and found the staff warm and friendly. My room was clean and comfortable, the breakfast buffet left nothing to be desired.", ,Positive
79,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or415-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,SaveyFLTraveler,Date of stay: January 2017,Disappointingly Noisy,"Could not have enjoyed my stay more. The staff are simply exceptional, so friendly, helpful and welcoming. The room was clean, spacious and well equipped for all our needs. I stayed for just over a week with my partner and some friends, and we loved the breakfasts, the dinners, the pool (simply stunning ), the massages and the activities such as aqua aerobics. Whenever we had been out all day, coming back to the hotel was such a pleasure. Loved every minute and would love to come back!",SaveyFLTraveler wrote a review Jan 2017,Positive
80,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or495-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"Currently staying at Le Meridien: Quite pricey and not so up to standards, in saying that our stay wasn't horrible but I probably wouldn't return. Pros: - Great service - Friendly and helpful staff - Spacious room - Pool bar - Comfortable bed Cons: - Moisture smell coming from aircon - Tired hotel - Chipped/stained furniture - Average food - SHOWER has no pressure and water turned all the way to hot was only warm :(", ,Positive
81,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or420-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"Currently staying here, booking through local travel agent with 5 &amp; 7 years old. Rate supposed to be with breakfast, but probably due to communication issue with the agent, they only gave breakfast for the adults, charging each kid 100K IDR each. That's rather a lot for cereals/toast. Only thing they said, go back to your travel agent. Pool is nowhere near the photo, not too bad but below average for Bali hotel", ,Negative
82,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or15-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Andy Jarvis,Date of stay: January 2020,"Good, but not great","Dear all , During the New Years Eve holiday , we have stayed at the lovely Le Meridien Bali Jimbaran Resort , which turned out to be a very inspirated choice for the island of Bali. Located in the south of the island ,in the vecinity of Denpassar airport , close to the beach (aprox 200 lm walking distance ) with a great pool of aprox 1300 mp , great facilities ( starting from the restaurant , roof top bar with a great view over the bay , pool , the Serenity Spa) superb architecture, which implies a lot of water disposed in several places as miniatural pools ,spectacular trees and flowers , everything in order to delight your eyes , spiced with great and friendly personall always ready to assist you in any mather you need , makes your stay complete and without worries .; …",Andy Jarvis wrote a review Jan 2020,Positive
83,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or965-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"Dear Le meridien Bali Jimbaran's team, We like to thank you for the beautiful honeymoon arrangement that you create for us. although we book and asked you on a really short notice. But we really appreciate it. We really love the interior of the room and also the kindness of your staff. Last but not least we like to thank you especially to Mr. Kocek - Front Office Manager who greet us on check out process and drive a buggy by himself to drop us from lobby to carpark. Thank you Sir! We love to recommend this hotel to our friends and family!", ,Positive
84,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or400-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Perry H,Date of stay: January 2017,Very disappointing,Decent room and facilities. Easy access to the beach and seafood restaurants. I had a pool access room which was very nice. I would call for housekeeping before getting into the pool and when i was finished the room was all cleaned up and done. I really felt that most of the staff loved to look after the guests. Definitely would love to return!!,Perry H wrote a review Jan 2017,Positive
85,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or980-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,Definitely recommend Aqua Studio Suite in this resort. Unfortunately they do not have the beach and sea view but lagoon pool is more than engough. Especially aqua studio suite was wonderful. Breakfast was also very variety and service was impressive. They makes my last day wonderful in Bali. I could recommend for family and couples. Also try their gelato~!, ,Positive
86,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or770-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"Disappointed as we were mislead to believe this hotel was right on the beach.. not the case! The rooms were beautiful and clean; however the service could have been a lot better. There was no service around the pool area, and drinks and food took way to long to arrive. The walkways around the hotel which are beside the pool are extremely dangerous.; My 13 year took a terrible fall, and was unconscious, requiring us to get an ambulance. The hotel staff were fantastic, but I do not think they really understood our discussion with them that they need to make them slipproof. Our son was not the only person to take a tumble during our stay.", ,Negative
87,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or440-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,LH783,Date of stay: November 2016,Great Stay!,"During the checked-in, we were asking for options to upgrade our room. First, we were providing an additional price for the upgrade and been told breakfast inclusive for the upgrade by a trainee staff. After she checked with her supervisor and realized that she has provided wrong information as the breakfast will not be included in the upgrade option. We were perfectly fine as she is polite and apologized to us. Next, when we make the online reservation, the portal mentioned that we were entitled for a 60 min massage if we signed up for 120 min package. Unfortunately, the portal did not indicate clearly on how we can claim the 60 min free massage and we though it will be default entitlement when we confirm the room plus another 50 min of massage. Again, during the checked in, we; …",LH783 wrote a review Nov 2016,Negative
88,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or255-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Mrs.Mia,Date of stay: August 2017,"my pre honeymoon, lol","Enjoyed my stay here very much. The room was spacious and comfy. The staff was extremely friendly. The location was conveniently located close to beach, cafes, restaurants and mini marts. There was a bathtub yet oddly bath salt weren't provided or available in their hotel.",Mrs.Mia wrote a review Aug 2017,Positive
89,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or15-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"Even though there is only one inhouse restaurant, this should be the only one disadvantage. There are too many advantages, especially: The hotel is very clean and staffs are very professional and kind (especially thanks to Mr. Wisnu Wardana)", ,Positive
90,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or535-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Kanga70,Date of stay: June 2016,Excellent Rooms...,Everything about this hotel is wonderful. The staff were amazing throughout the whole hotel from Reception to restaurant to cleaners. They could not do enough for you. It is a short walk to restaurants and to shops. thanks,Kanga70 wrote a review Jun 2016,Positive
91,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or290-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,ginjeypopincrete,Date of stay: June 2017,My Birthday in Bali !!,Excellent place to stay. Definately recommend staying here. Service is great. Only a 2 minute walk to the beach which is packed with restaurants with an amazing view. Also has a great Sports bar. Rooms were very spacious and nice. 10/10,ginjeypopincrete wrote a review Jun 2017,Positive
92,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or520-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Marion M,Date of stay: June 2016,Friendly and caring staff.,"Excellent property with very friendly staff from the reception area, dining, gardeners, etc. It is located steps from the famous Jimbaran seafood market where you can sit on the sand with fresh seafood for dinner. It is one of a few hotels that allow a 12 year old to stay in the same room with the rest of the family as he is considered an adult by most hotels. As an SPG member I was upgraded to a suite that had direct pool access from our patio. Hire a driver to take you into Ubud or other locations. I'm happy to pass along my driver's info as he was recommended to me by many friends. Definitely worth staying at.",Marion M wrote a review Jul 2016,Positive
93,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or1095-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"Excellent service and fantastic pool. Definitely get the rooms on the 1st level where you can jump directly into the pool. We have lots of fun here. Excellent location for those looking to go to the beach, but quite bad if you wish to get out in the evening as it takes an hour just to leave the vicinity with all the crowd along jimbaran bay.", ,Positive
94,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or35-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,hariminggu,Date of stay: November 2018,Instagramable,"Excellent service, huge rooms with a large bThroom, and good facilities... and a short walk to the beach, with the pop up Beach dining in the evening. Pool and fitness facilites, restaurants and sky bar Can be recommended",hariminggu wrote a review Oct 2019,Positive
95,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or1065-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Rayleggott,Date of stay: July 2013,Like something out of a James Bond movie,"Excellent! We stayed for 3D/2N here and our stay was very delightful, as expected from a StarWood hotel. The staff hospitality was great, room ambiance was very nice, the food was superb. Thanks for Chef Paul for the great food and nice hospitality. I love the personalized coffee treat. The salad bar quality was very great. I tried the fitness center which was facing the pool, a nice running experience. However, the pool was too big and nobody was using the pool, it was quite creepy to be in such a big pool with noone around. One thing that I felt a bit disturbing is that everytime we go in/out the lobby, we have to use the buggy to reach out car. Quite time consuming. I will definately stay here again when I am visiting the area.",Rayleggott wrote a review Jul 2013,Positive
96,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or1075-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Roving_Expatriate,Date of stay: July 2013,Nice and quiet,"Expedia let us down for the 2nd time in less than a year by allowing our family to book a room unsuitable for a family. With our first experience with Expedia, the booking was not made at all! Le Meridian was definitely let down by this booking site and put their service recovery into overdrive. Greg the GM was attentive, open to feedback and swift with his service recovery of room upgrade hand written note and chilled bottle of wine and late check out. During our stay he always made a point of engaging with us to ensure our stay was up to standard. He and Frans the Duty Manager lead their team in the most caring and attentive service I have ever experienced.The rooms were spacious and wardrobes huge and breakfast had lots of choice. The Hotel is located right next to beach fish; …",Roving_Expatriate wrote a review Jul 2013,Positive
97,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or555-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Melissa H,Date of stay: May 2016,Miss Melis,Fabulous spacious accommodation right next to seafood beach restaurants views of pool from balconies staff were very caring and attentive. Smoqee bar gives great views of seafood restaurants and sunset. Breakfasts catered for everyone from asian to english and american and australian. Will definitely be going back,Melissa H wrote a review May 2016,Positive
98,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or325-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"Fantastic Lagoon Access Room, best nights sleep, bedding really comfortable, very clean. Some areas a bit tired, overall very good. The breakfast which was included in Luxury Escape package was fantastic, had everything you could think if to eat. Our 2 free 90 minutes massages were excellent .", ,Positive
99,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or680-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Phriscylla,Date of stay: September 2015,Amazing Trendy &amp; Hip Property!,"Fantastic location, right next to the amazing jimbaran beach seafood restaurants - really cheap and great food. Rooms are huge compared to Australian hotels, and really well appointed. Staff were all very friendly and helpful. A nice day can also be spent just down the road at the 4 seasons beach club, although it is very expensive there compared to everywhere else.",Phriscylla wrote a review Sep 2015,Positive
100,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or295-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,David B,Date of stay: June 2017,Flawless Experience,Fantastic resort. Staff were wonderful. Special mention to Gede and Smiley and Ade who made our holiday very special. Looked after us so well and made us feel like family. Will come back for sure. Love from Judy and Elvis Jovanovic xxxx,David B wrote a review Jun 2017,Positive
101,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or535-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,Fantastic staff at this hotel. Best part for us was catching up with Smiley again. If you are taking small children here they will be very well looked after. Rooms are very spacious and modern. We really enjoyed our meals at bamboo chic. and ate there five nights out of our eight night stay. Sue, ,Positive
102,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or420-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Mum2Xavier,Date of stay: January 2017,5 star staff &amp; food but.....,"First of all I just wanna say Thank You to all Le Meridien staff, they're very helpful, the best service ever. And what suprise me is the size of the room, it was huge, with great interior design, I can feel the sea atmosphere, very comfortable especially for family, best view also. not to mention they have the prettiest bathroom ever, super love the hot tub! They also have a very unique pool, they use salt water for all the pool, trully an amazing experince. The breakfast that they provide was also delicious, international food with an asian taste, love it. Wonderfull experince for me, every corner if this hotel was so photogenic, the chapel at the top of the hotel and even the rooftop bar was very gorgeous. The location was also very strategic, easy to reach and safe.; …",Mum2Xavier wrote a review Jan 2017,Positive
103,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or355-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"First of all the location is very bad, it's not located directly on the beach and the beach close to it is filthy, the service is bad, the staff are rude and food has no taste, I would recommend staying somewhere in Nasa Dua instead.", ,Negative
104,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or165-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,kelvinbintoro,Date of stay: June 2018,Big Room but Leaking,"First of all we didn’t stay in the hotel, so my comment here has nothing to do with the quality, feel, service, etc of the hotel itself, but about the rudeness of the staff at front gate. We are a family of 4 with two girls aged 5 and 8 looking to meet our friend who was staying at the hotel at the bar for quick drinks on our second night in Bali. It was 6.30pm and we walked up the road after our dinner on Jimbaran Beach to meet our friend at her hotel in Le Meridien. One quick drink and we will go back to our own hotel, and put the kids to bed. Front gate staff were beyond rude, first they demanded that we tell them our room no. and when we said we’re meeting a friend, he demanded name, I gave him her name, he went and checked his list (which looked suspiciously like a paper; …",kelvinbintoro wrote a review Jun 2018,Negative
105,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or900-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"first of all, accept the Bali culture when you land. You'll gain so much more from the people and places you visit. I've been to this resort many times and found the staff exceptionally friendly and helpful and the service efficient - except late in the evenings. There's plenty to do in the resorts many pools and recreation areas. Be aware it's not really a beach resort but don't let that stop you. Beaches are only a short distance in taxi. Tip: we found we ran out of in-room coffee so it will pay you to pre-order more than you think you need so you have some reserves.", ,Positive
106,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or130-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"First of all, upon arriving at 930pm, after a long day trip, I carried 5 bags and followed a staff member to lobby. Never at once did he offer to help with any of my bags. At check in, they informed us that all king rooms are sold out but they can put two twin beds together. However, their housekeeping is off work and won’t be able to do it till tmr morning. I instantly questioned what kind of 5 stars hotel doesn’t have 24 hours housekeeping service but got no answer from them. As I enter the rooms, it was spacious but sheet were dirty. The room is not well maintain. Shower does really smell like sewage, would highly recommend to running the water for 5 mins before going in. Mini bar also smells. AC doesn’t work too well, I had it on 18 Celsius but still feel warm in the; …", ,Negative
107,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or535-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Greg H,Date of stay: May 2016,Beautiful Bali...love Le Meridien,"First of the positives. Great location near the airport and a good(though a little murky) swimmable beach. The rooms were good - lagoon access and a suite(though it was big it was two rooms joined together). It's a pity that the hotel is not on the beach, but it's nearly there and you get the same beach as the Four Seasons locally so big plus. Nice ice cream parlor. Massage is good. It's only about 20 mins to get an uber from the hotel to Banyan Tree and locally there are great restaurants on the beach, no smoke issues this time round. Niggles - the pool is saltwater, but some of the materials were not made for this by the look's, so the swim up bar is a bit sad - nut it's still a great little pool. Should a hairdryer need to be requested from a note that is nearly beachside; …",Greg H wrote a review Jun 2016,Positive
108,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or5-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,BEP,Date of stay: February 2020,Superb staff!,"First the good, the pool is great, large, well maintained. The rooms are huge and the air conditioning is very good. Now the issues. The location of the hotel is not what we expected. It is in a very local area. There is no where to go walking that isn’t heavy traffic or local people and businesses. Also right across the street are a couple of local bbq shops burning coconut husks. This odour permeates the area from noon to 9 pm. Not pleasant. The beach is close, but not easy to find access to. And don’t expect pristine. Lots of garbage, brown water, dogs everywhere. Housekeeping is not great. Only got 2 Bath towels and had to call for washcloths. Never supplied with any extras. Should have enough for 2 days in room at all times when there is a pool and the humidity is as; …",BEP wrote a review Feb 2020,Positive
109,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or545-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Cre8memories,Date of stay: May 2016,Friendly staff and classy rooms,"First the good. The staff were extremely friendly and helpful. The bedrooms were lovely and spacious. Now the bad. The pool bar area is really scruffy, mouldy tiles, missing tiles, bent bar area. Just generally looked poorly maintained and drew my attention to the whole bottom foot or two around the pool - lots of rust and corrosion. Ok so it's a salt water pool but that should have been considered in the design. The dining room ceiling was mouldy. The air con vents dripped water onto my food which really was horrible. We were all bitten excessively by mosquitoes and I definitely got the impression that they could have been better managed, we had to ask for spray for the cafe and sports bar areas. We were supposed have a 'voucher' for late check out - this was not honoured; …",Cre8memories wrote a review May 2016,Positive
110,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or195-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"First the negatives: Yes, as my fellow reviewers have written, the smoke from the shacks can get to be too much. Since we were rarely in the hotel, it didn't bother us and our room was insulated from the smoke. Other fellow travellers have mentioned that the bathrooms were smelly, I discovered this was the case when I turned on the hand shower. So I didn't use it and didn't have that problem!! We were here for 6 nights and the breakfast was good but monotonous. Now the positives which far outweigh the negatives: Excellent location, right off Jimbaran beach 4 small bottles of water replenished every day We had the classic room which was excellent and luxurious Fantastic service from the staff Lovely pool Bar in the pool Separate kids pool Tea and coffee maker and French; …", ,Positive
111,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or285-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,"Santos, Theo Mr",Date of stay: July 2017,Perfect stay,"First time arrived at the hotel, it was amazing, the building and the feature inside the room was wonderful. The lagoon pool was beautiful, I enjoyed swimming in the morning. Service was excellent and all staffs were friendly. Ingrid, the Manager was very kind, she escorted me to Bamboo Chic during breakfast and even suggested where to go around Jimbaran. Overall was a lovely stay, I will definitely come back!","Santos, Theo Mr wrote a review Jul 2017",Positive
112,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or275-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"First time at Le Meridien and i think its Best Holiday with Le Meridien Hotel , especially at Aqua Pool Sky Penthouse. Nice Private pool with Jimbaran's Sea view . Unforgettable ! Next Holiday i'll go to there again 😊", ,Positive
113,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or200-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html, , , ,"First time of Bali for family of four, our plane had a bit delay by arriving in midnight, but glad we had driver pick-up arranged by the hotel. The hotel staffs are kind, helpful and easy to talk with, our son loved the kids’ room and cried for unwilling to leave at the date of check-out. Please remember the Backside of hotel is where the well-known Seafood BBQ located, the restaurants place tables on the beach so you can enjoy your food with view of sunset. Hence, if you are try to find seafood BBQ in Jimbaran, please make sure this is the REAL place because the google map will guide you to Jimbaran beach where the place is full of rubbish and stink smell.", ,Positive
114,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or30-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,Alanwar,Date of stay: November 2019,Thank you,"first time stay here,, absolutely amazing,, really nice view,, we enjoy stay here,, my daughter love it,, kids pool staff very helpful and friendly.. sunset in roof top, music DJ, Acoustic live and the drinks is awesome.. thanks to Aini, Tri in Front desk, Sukresni, rika, evi in restaurant, the best photographer ""Donni"" you were amazing..!! dewa yoga in roof top, and putu mas in bell desk,, you guys awesome,, 5 star is not enough.. i'll give you a hundred star..",Alanwar wrote a review Oct 2019,Positive
115,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or155-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,NORTHERN BEACHE... P,Date of stay: July 2018,Great location and great for kids,"First time to Bali for us. We stayed here after 4 nights in a Seminyak villa. Our two rooms (one on Level 1, with direct pool access; and the other on Level 3) were faultless ... clean (newly renovated ?), very spacious, comfortable furniture, everything working, comfy beds ... fully befitting a top notch hotel. If I was updating a hotel, I’d do the rooms first too. The exterior of this hotel however needs some sprucing up to match the room experience we had ... and it looks to be underway (with the main vehicle entrance area being updated). How long it will take, and whether the WHOLE of the hotel exterior areas are being updated, I don’t know. The pool arrangement is a beauty, and the concept of launching into it direct from all (?) Level 1 rooms is novel and fun - we enjoyed; …",NORTHERN BEACHE... P wrote a review Jul 2018,Positive
116,https://www.tripadvisor.com/Hotel_Review-g297696-d3477476-Reviews-or170-Le_Meridien_Bali_Jimbaran-Jimbaran_South_Kuta_Bali.html,sheena b,Date of stay: March 2018,The room with the lagoon is amazing,"First time we arrive the place just wonderful, i'm never expect the moment will be so amazing. Great world class service deliver by great waiter called KOMANG ASTAWA. We are so happy to have a best moment here, great food, great view, once again we would to say thank you for Komang Astawa.",sheena b wrote a review May 2018,Positive
