,page url,nama-responden,date-review,title,text,date-stay,rev
153,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or230-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,CKRW1986,CKRW1986 wrote a review Apr 2018,Horrific....we left after 2 hours as I was so distraught at what we witnessed - DO NOT FUND PLACES LIKE THIS,"Honestly, I had no big expectations about this place but fortunately I found very special. It is expensive but unique. We were riding with Jajang (trainer) and Efa (elephant), during the ride we were told about the special relationship between the trainer and the elephant because they are like family. The elephants are very nice with the people and off course, all the place is really beautiful. Jajang was very polite and attentive with us. In addition, there is a small and interesting museum at the entrance related to elephants. I with my family enjoyed but as a recommendation, check your pocket before deciding to go since it is not cheap.",Date of stay: April 2018,Positive
154,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or90-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,John P,John P wrote a review May 2019,Hotel and restaurant was very poor,"Hotel is a little out of the way, which is great. Wonderful layout. We had a park view room. Spacious, clean with great amenities. Was perfect to wake up to elephants staring back at us from the balcony. I read the reviews about the elephants and how this wasn't a sanctuary. And I'm not an elephant whisperer. That being said, I did talk to the elephant guy there. The elephants are chained when on their resting pads. These pads were made for them and they each have their own. It provides a safe space to be able to eat and rest without fear of being attacked or have their food taken from them. These elephants are from Sumatra and are not from the same herd (so they will attack each other and the boys will go after the girls). They've had 3 baby elephants born there; …",Date of stay: May 2019,Positive
155,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or1075-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"Hotel was very normal with walls so thin you could hear and make out what other people were saying and watching on TV. Breakfast was decent and the pool almost non existant considering the amazing pools in most Balinese hotels. However, staying at the hotel gets you amazing benefits. You get one elephant ride per day, access to the park, which means the show, feeding and interacton with the elephants. Early in the morning you can help wash the elephants. Scrubbing them before they swim. And then you can ride bareback on them as they swim in the water and dunk you a couple times. Very fun. You also get picked up at dinner time by an elephant chaffuer to take you to dinner. So, the hotels not great, but your not going for that anyway....right?", ,Negative
156,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or605-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,M46_aruba,M46_aruba wrote a review Jul 2015,Magic experience,How magic to be able to spend time in a top quality lodge with such beautiful creatures. We had limited time in the lodge and the staff went out of their way to ensure we had the best experience possible.,Date of stay: July 2015,Negative
157,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or450-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,steph846,steph846 wrote a review Sep 2016,Best time in Bali,"hughe clean rooms. Book a package (find the early bird) and the stay includes the riding, cuddling, diner, breakfast, washing and swimming with the elephants. Very well organized, good care for guest and elephant. Come early and check out late, we stayed 1 night and the 24 hours we were in the park were way to short.",Date of stay: September 2016,Positive
158,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or225-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"I am a massive animal lover who is very sceptical about the ethical treatment of animals so after researching this place thoroughly, both myself and my husband decided to go, keeping the thought in the back of our mind that of we noticed any animal cruelty or animals in distress we would immediately leave and get our money back (they off 100% money back guarantee that’s how confident they are in the treatment of their elephants). Yes while the elephants eat they have a lose chain on their ankle, this is and what was evidential was for their safety as they get a little a bit possessive and charge at each other, after they have finished their lunch they are free to take a swim in a massive pool to wash and cool off, free to approach guest to get more fruit via hand feeding; …", ,Negative
159,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or1050-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"I am a travel agent and the experience of staying there completely out-weighs doing a day trip. By staying there, there are more inclusions on the property like washing the elephants and swimming with them. I would stay there a million more times (and I am planning on going there again next year). The people who day tripped it out to the lodge got a ride and saw the elephants but it is nothing compared to staying there. Stay in a Park View room as well. Well worth the extra money you spend!", ,Negative
160,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or1055-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"I am so glad a friend at home recommended we book a night at the elephant park lodge rather than just do the day trip! It was so much more of an experience ! We left our villa in canggu to spend the night - arrived at 3 and were shown to our park suite . Having come from our villa we were expecting more of the same - but no, this room is world class standard not just good Bali standard . Feather pillows , king size comfy bed , immaculate marble and glass bathroom with grohe tap ware . But best of all our balcony opened onto the park where the elephants were munching on their dinner just feet away ! It was amazing. An elephant collected us from our villa for dinner and elePhant talent show. The dinner , we opted for the buffet, was ok better than most but nothing amazing. Next; …", ,Positive
161,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or1030-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"I am, hands down, one of the biggest elephant adorers out there! So getting to see these beautiful creatures was absolutely wonderful :-) Biggest down side was that our Mahout used his ""training stick"" way too often and way too hard - I don't believe animals need to be physically punished in order for them to obey. We also hated how the elephants were chained with little food and no shade during the day when they weren't being used for rides etc. they didn't even have mud or dirt for a dirt bath Loved getting to hand feed these greedy guts, the staff helped get the elephants into great positions for photos and they had a few tricks up their sleeves! We also loved getting to see the elephants frolic and play in the water with one another while we ate lunch - their happy; …", ,Positive
162,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or1105-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"I believed that people often got confused with reality and follows trends, in our opinion animals at this place are treated reasonable not perfect but reasonable, it is true the elephants they are hit over the head with a little hammer to steer left or right, tourist must understand they do not have electronics, somehow the handler must drive this beautiful animals, in our case the elephant run into a tree when a fruit just drop nearly tip us all, overall experience good after the ride elephants are taking into a pool where you can take pictures and feed them with sugar cane pictures are taken,,,a buffet lunch is provided if you pay for it, of course first.... all good", ,Negative
163,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or60-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,krys_k,krys_k wrote a review Jul 2019,Worth it,"I booked a rice paddy view room because I imagined a peaceful, calm space. How far from the truth this proved to be. While the room balcony does have a view of rice paddies it also backs onto the resort kitchen, with zero sound insulation. There are also at least two pumps activating every minute throughout the day from 7am until 8.30pm, along with some kind of alarm beeping, cutlery and metal platters clattering until at least 10.30pm. I was so relieved I only booked one night. The resort is much smaller than I imagined with most of the ""park view"" rooms looking over empty elephant resting pads during the day, chained elephants at dusk and excrement strewn pads in the morning. It certainly wasn't the romantic idyll I imagined. You can ""swim with the elephants"" which involves; …",Date of stay: July 2019,Negative
164,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or285-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,I booked half day tour package online for my wife，myself and my 5 years old daughter. which include transport from hotel in Ubud. 30 mins elephant safari ride. elephant talent show and lunch. Driver picked up us around 8:10am. and we arrived before 9am. we finished safari ride before 1st talent show which is on 10:15. We have plenty time walk around in park before lunch. My kid had great fun with elephants. Will try accommodation in lodge and safari under star next time., ,Positive
165,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or160-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,M I,M I wrote a review Sep 2018,Everything it SHOULDN'T be...no love for elephants at all,"I booked to stay at the Elephant Safari Park Lodge despite reading the mixed reviews and went with a positive mind. I really wanted it to be a wonderful experience where they treated the elephants well. However, when I turned up I realised this was NOT the case . All the elephants are chained to the ground by a 2 foot chain and can barely move . The only time they appear to get ""walked"" is when tourists get their rides. The mahouts use bull hooks on all the elephants to make them bend down, walk a certain way and do what is needed to put on a good show for tourists . They hide this well , but once you notice it you can't unsee it . They are CONSTANTLY stabbing the sharp metal bull hook into the elephants heads and behind ears. The elephant acts are repetitive and it feels; …",Date of stay: August 2018,Negative
166,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or170-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"I came here because one of my greatest loves on this earth are Elephants. I did not contribute to any rides, all I wanted to do was hug and feed these beautiful creatures. They were roaming free in the grounds and the up close personal experience was mind blowing! If you want to see the elephants this is definitely the place to be BUT only pay for a healthy fruit and veggie bowl to feed them with, do not buy any rides, its not worth exploiting these babies or contributing to the abuse.", ,Negative
167,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or585-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,bigdannysiki,bigdannysiki wrote a review Sep 2015,Magical Elephant Experience,"I came here for an elephant ride on the 31st of August 2015, but not to stay in their lodge. Had tried the other safari park in Bali already,, and really speechless with this, that the way they treat the elephant,, the show,, the elephant ride, etc are really amazing. They are really the best and the expert for elephant safari park. the food after the elephant ride at their restaurant also very good, and really recommended. The only things that the price is very expensive, especially for the local people.",Date of stay: September 2015,Positive
168,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or40-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"I can’t even begin to put into words how absolutely awesome this place is!! We booked the jumbo wash with lunch and had a beyond amazing time!!!! it was so wonderful getting up close with the elephants and seeing them in their close to natural habitat. There trainers were there taking photos on my phone for me and interacting with the elephants. The lunch buffet was nice, the selection was minimal but sufficient. The pasta salad could have more flavour as it was quite bland but the banana cake was 🤤🤤🤤!! The park has a new baby elephant and she is the cutest little thing ever!! If you’re worried about “wasting money”, “whether it’s worth it” etc. It is 110% worth it!!!! They also offer return and pick up services.", ,Positive
169,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or325-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,I can't actually explain how incredible this experience is. Everything from the hospitality of the staff to the majestic and loving nature of the elephants is truly spectacular. This experience is incomparable to anything based in the UK and for roughly the same price. This hands on experience is extremely well put together and far surpassed any expectations I had which all came together through a truly personal experience with some of the most gentle giants in the world!, ,Positive
170,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or1040-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"I can't even begin to describe how amazing the Elephant Safari Park and Lodge is. I visited Bali for two weeks, and this was the highlight of my trip. The elephants are really beautiful animals and I had a lot of fun feeding the baby elephants, going on an elephant ride. When we arrived, we watched an elephant show where they were doing all sorts of tricks such as kicking soccer balls into nets. We then had dinner there and it was an amazing buffet - everything was so delicious. Definitely felt full after that!!! Our room were beautiful - even the little touches such as elephant shaped towels in the bathroom. The next morning, we fed baby elephants. They're adorable and so fun to watch. We went for breakfast which, given the dinner last night, I expected nothing short of; …", ,Positive
171,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or660-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,I can't recommend this place enough for a special and unique weekend retreat. The food was delicious. The staff were lovely and accommodating. The grounds are very well maintained (which is quite a feat since they're home to the world's largest herd of rescued Sumatran elephants). The best part was that the animals seemed happy and well taken care of., ,Positive
172,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or230-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"I can't see how anyone with an inch of love or compassion for these wonderful creatures would enjoy this circus. We left two hours after checking in....too distraught at what we saw, me in tears at the 'talent show' which we could only endure for 3 minutes... Any way....lets start from the beginning... We paid £225 for 2 nights in an 'Elephant Sanctuary' ...to be amongst our favourite animals roaming around freely and a chance for us to get up close to them...instead here is what we witness and details of why places like this should not be funded.... 1. All elephants, unless they are being forced to take photos or paraded in the 'talent show', are CHAINED TO THE GROUND. The image on the website shows a lady being massaged by a pool with elephants dotted in the background with; …", ,Negative
173,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or665-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"I communicated with the lodge prior to arrival regarding transportation provided to the lodge, I was told since I booked with expedia, ""i was provided such a service, and the cost would be $55 per person."" Upon arrival, I was greeted with ""you booked with expedia correct."" The front desk was less than kind during several interactions-this is the first impression and the last impression-and it is not a good one. Once you are inside the park, the experience is incredible. If it were not for the experience, you would be very dissatisfied and the lodge could not stand on its own merit. We booked through expedia because we saved about three hundred a night, and I wanted to provide my daughter the experience. It is unfortunate they are not paying attention to those who can; …", ,Negative
174,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or130-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"I could not agree more with some of the previous reviews that state that this is not a sanctuary but rather a circus. The place promotes to be a safe haven for the elephants & to be animal centred. I was heartbroken to see the animal handlers using the bull hooks to control the animals and were poking them in the sensitive spot between the eyes. The elephants were forced to pose for photos, to perform tricks such as only standing on 3 legs & spraying the audience with water on que & of course, performing rides for tourists. At the end of the day, they were all separated & chained in separate places. It was expensive to go, & I felt completely ripped off & deceived about the honesty of this place. 8 months later, I am still thinking about those poor animals with a heavy heart.", ,Negative
175,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or495-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"I could watch the elephants at breakfast, lunch and dinner and so enjoyed sharing their days from bathing, and swiming to watching them chomp through hundreds of kilograms of food. I had a paddy view room and besides it being a beautiful peaceful vista I also enjoyed watching the ladies as it was rice harvesting time. The room was spacious and very nice with 30 foot ceilings. So enjoyed my stay.", ,Positive
176,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or520-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"I did the Safari Under The Stars tour in early March. It was absolutely beautiful here. The Elephants are treated so kindly. We got to feed them, we watched an entertaining performance, then got a ride through the jungle at night time. Our tour also included a DELICIOUS 5 course dinner. The food was amazing. The service was great. I also had a friend cancel that morning on a ticket I had already paid for. I couldn't get a refund but they were happy to let me use the ticket cost as credit in the park for souvenirs, drinks and it also paid for my photo on the Elephant. So i was happy with that. Would love to stay a couple nights here in the future :)", ,Positive
177,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or60-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,Int_Academic,Int_Academic wrote a review Jul 2019,Rice Paddy View Room 27,I didn’t research this place enough before booking. It became instantly unattractive on the first elephant “safari” when they explained the elephants are chained by one foot except when “performing” and have a radius of about 6 feet of movement and they pointed to a strong male who was separated as he was angry at the moment as wanted to mate. The pictures on web site portray a much more free and natural Environment but it’s far from that. They are performing animals trained to take you on their back or stand still while you spray water on them. The rooms are ok but again the views and set up are a step down on the website impression and the breakfast at £400 per night rooms isn’t good enough. Overall I would have left early if I hadn’t prepaid and only had one full day; …,Date of stay: July 2019,Negative
178,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or85-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,Basel B,Basel B wrote a review Jun 2019,Very sad place for the elephants,I didn’t want to ride the elephants I was quite happy feeding them and hosing them down. Very organised even if it did seem like a conveyor belt! The elephants did look well kept. There is a souvenir shop & restaurant on site,Date of stay: September 2018,Positive
179,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or410-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,Catweazle,Catweazle wrote a review Nov 2016,Once in a lifetime,I fell in love with the elephants. Although i was incredibly happy to see the elephants it was very painful to see elephants tied up with chains and their keepers with a hammer type tool to keep the elephants in order. Before i got there i thought i was going to see elephants enjoying their freedom. I really broke my heart to see them like this.,Date of stay: December 2015,Negative
180,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or705-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"I felt attracted to the pictures of the elephant park I saw before we went there: I imagined to see elephants, who could freely move in a certain territory. I imagined to meet elephants, who could decide themselves when they wanted to meet another elephant. The reality I experienced was totally different: Each elephant has a separate place about 40 meters away from the next elephant. As soon as an elephant is not needed for the tourist attraction, it gets fixed with a very short chain on its separate place. Even the baby elephants mother is fixed with a very short chain. I watched some elephants behaviour and tuned into them. What I felt was resignation, depression and sadness. I would never visit this park or another park where all elephants are fixed on short chains ever; …", ,Negative
181,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or165-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"I found the elephant Park to be very informative for visitors and very beneficial to the elephants that live there. Some people seem overly upset by the fact that the elephants are chained while eating. The reason the elephants are chained is so that they do not fight with each other over food. One must remember that these were captive elephants that were rescued and brought to this facility to ensure their safety and well-being. As such the park officials and handlers make every effort to ensure the safety and well-being of each elephant at the facility. The elephants are very well taken care of, as shown by their willing interaction with their handlers and the visitors that come to the park. In Sumatra where these elephants are native to has cine dramatic decline in their; …", ,Negative
182,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or305-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,I gave this to my daughter and her friend as a gift and they worked with me by messenger to arrange the whole bathing and breakfast with the elephants. They could not have been nicer. They picked them up at their hotel and they got to spend time cleaning the elephants and then going into the water with them. It was extremely exciting. They were good about taking pictures. They also went on an elephant ride around the park nd had a lovely breakfast. Definitely worth it!, ,Positive
183,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or1070-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,Nicole L,Nicole L wrote a review May 2012,One of the highlights of our trip,"I had a fantastic time at the Elephant Safari Park and Lodge, stayed two nights and didn't want to leave. The place is amazing, the elephants are obviously very happy - we spent a lot of time just watching them playing in the pool. They are very well cared for by their mahouts who are obviously devoted to them. The show and the rides are not only fun for the tourists, but are obviously exercise for the elephants, which is needed for them to remain in such good condition. Although the elephants were the main attraction, the beautifully landscaped gardens and ponds were delightful. The restaurant and meals were first class, and our room was very comfortable with a great view of the paddy fields. Loved the baby elephants, and hope to get back next year to see the new baby due; …",Date of stay: May 2012,Positive
184,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or1175-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,chris_symons,chris_symons wrote a review Oct 2010,Majic experience and a wonderful adventure,"I had a great time at the Elephant Safari Park and Lodge. I'm really glad we stayed at the Lodge as it enabled me to get chauffered to dinner on an elephant, bath an elephant and swim with an elephant. I would definitely recommend this hotel. I had a lovely relaxing time swimming in the pool while watching the elephants. Thank you",Date of stay: September 2010,Positive
185,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or190-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,Jet651484,Jet651484 wrote a review Jul 2018,Best place I have ever visited!!!!,I had an overnight stay which is amazing as you certainly get to have an amazing elephant fix. I did not know what to expect as some of the reviews were not so great but I saw elephants that were treated well with no sharp objects used on them like some other countries. I did not ride an elephant was was happy to feed and experience washing them and that up close contact! Beautiful stay!,Date of stay: July 2018,Negative
186,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or430-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,Coastal670705,Coastal670705 wrote a review Oct 2016,Highlight of our holiday so far.,"I had done some research and read other reviews before selecting the Elephant experience I wanted. Although a two hour drive from Benoa/Nusa Dua it was so worth it! The Elephant Safari Park was booked through Bali Adventure Tours and I've had an awesome time. The takers are linked with only one elephant and mine had been with the elephant for 18 years and they had come from Sumatra together, there is clearly a bond. The animals are cared for and treated well and the park surroundings are peaceful and well maintained. My 30 min walk was through the park and in jungle like setting, nothing rushed and I was able to sit on the elephant for a while not just in the seat......amazing feeling. Buffet lunch was provided too with a variety of eastern and western foods, very tasty and nice; …",Date of stay: October 2016,Positive
187,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or95-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"I had looked forward to seeing the elephants in a happy safe place from the moment I got off the plane in Bali. Seriously happy and excited to witness elephants that have been ‘rescued’ now in a safe haven.. My boyfriend and I bought our tickets to wash and bathe the elephants at something like £120 for the two of us. As we entered it was to my surprise it was almost like a circus, where the elephants were performing tricks, ridding, posing for photos... I couldn’t hold back my tears as anyone who is educated on the intelligent mammal should know it’s not in there nature to do this and it means they have been separated from their mother and tortured and trained into a ‘submissive mode’... the way people/ tourists were climbing on the elephants, laughing as the instructors; …", ,Positive
188,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or495-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,Amy L,Amy L wrote a review Jun 2016,Out of this world,"I had my wedding in elephant safari park and lounge. To have an elephant wedding was my dream and elephant safari park and lounge had made my dream come true. I was like a princess when we sit on elephant with glamorous gown. All my family had a wonderful experiences there, from 4 years old kind till 65 years old grandpa were loved the shows and activities. All wedding staff were very nice and provide themselves a lot on our wedding and banquet. My wedding venue was extremely beautiful and all the traditional process went very well, the ceremony was super touched. My husband and I appreciated them a lot and hope we will have our anniversary trip there in the future.",Date of stay: April 2016,Positive
189,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or320-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,R&R,R&R wrote a review Jun 2017,Elephant bathe and breakfast,I had planned to visit this park as my daughter is crazy about animals but after reading some of the negative reviews I was a little nervous. We where picked up early in order to be at the park by 8 o'clock we had a very enjoyable drive to the park although it was raining but as we arrived at the park the sun came out. It is a little upsetting seeing the elephants chained but once you start to interact with them and their keepers you can see they are not harmed by this treatment. Our guide met us upon arrival and took us directly to wash our elephant I cannot explain the feeling you get of this gentle giant standing happily while we scrubbed and wet her. After the washing you make your way down to a pool area with three or four elephants already in the water your guide takes you; …,Date of stay: June 2017,Negative
190,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or1035-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,i had the opportunity to stay in the hotel for a night and we were treated like royalty. we were given a planned out itinerary of our stay which was very helpful. we got to see many elephant talent shows. that night for dinner we were picked up by an elephant at our front door of our hotel room and brought to dinner where we served a buffy style dinner where the food was truly lovely. the next morning we were informed if we were up we could bathe with the elephants which we did. yet terrifying I've never had so much fun in my life the trainer was lovely and the elephant was so content to be swimming in the water. i will definitely return!, ,Positive
191,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or245-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,AriJakarta_Indonesia,AriJakarta_Indonesia wrote a review Jan 2018,Nice elephant conservation,"I have a passion for elephants so when I saw this place come up when looking at hotels on Bali I was over the moon and booked a two night stay over Christmas as a treat for myself and daughter. We arrived and we treated very politely and shown to a very nice room with lovely bathroom. Room had mini bar and very comfortable beds. We went off to look round park first impressions are that it is a well maintained garden but it's the elephants that we were there for. They are chained up on concrete pads where they are forced to eat and go to toilet in same spot, the images on the website give the impression of a much larger park area. The only exercise these elephants get is when they are carrying people on the walk around. There were a couple of the elephants that did not seem to; …",Date of stay: January 2018,Positive
192,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or430-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"I have just returned from the Elephant safari park we had a great time trekking, feeding and playing with the beautiful Elephants who all seem happy enough. I had a few issues, one been the massive Arapaima a 2 meter fish from the Amazon been kept in a pond and I'm being generous when I say pond. The poor thing could hardly turn around. And also like alot of others the elephants that were chained was not very nice to see. I realise they have to be but does it have to be on such a short chain. There was a young elephant that looked to be dancing with discomfort.", ,Negative
193,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or1040-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"I have mixed feelings about this one. As a hotel its lovely and our kids (aged 5 & 7) were very enthousiastic about the elephants. But it is terribly expensive and you don't see any Indonesian people there. Somehow it feels not right to be spending twice the monthly salary of an Indonesian teacher on one night, dinner and elephant rides.... But back to the lodge: we had a very spacious corner room with a nice bathroom. There was a complimentary fruit basket and upon arriving we got a complete shedule for our stay that made sure we would see the show, have a ride and so on. Eveyrthing is perfectly arranged. The park itself is small. In my opinion it's not worth the steep entry price if you're just there for the day. The first afternoon we saw the show, interacted with the; …", ,Positive
194,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or1115-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"I have not stayed at the Lodge yet but hopefully will soon. We visited the park last year for the first time and I was just blown away by these beautiful creatures and how close you could get to them, We revisited this September and unfortunately chose the day the main pond was being drained for cleaning. This was more than made up for by actually meeting Nigel Mason, (my hero), who was down in the muck helping out. Nigel was very friendly and informative and as we were leaving tooted and waved to us from his little bobcat. I just love this park and cant wait for my next trip.", ,Negative
195,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or1160-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"I have so much to say about the Safari Elephant Lodge in Taro! It was an amazing time! And everything was so well done! The staff was quite welcoming and accomodating, the food was excellent, the room was the perfect size and layout for a family of 4. And best of all the Elephants were amazing! My husband had his doubts driving 2.5 hours into Bali with a 4 year old and 8 year old. But I kept telling him how great it looked on line. Sure enough when we got there he seemed content, but when we went into our room and opened the balacony doors my husband's (and all of us for that matter) jaw dropped! He said ""holy smokes, this place is sooo worth the money!"" That coming from a very frugle man! Each day was scheduled for us, which was nice knowing what to expect and where; …", ,Positive
196,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or640-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"I have to admit we had great fun washing and riding the elephants into a pool. Breakfast was great too and dinner was good but very haute cuisine as in not so much on your plate. So why average? Because being at the park made me realize they give higher priority to making money then to the welfare of the elephants. They are taken good care of by their hamout and get plenty of food on the flipside they have to entertain people 12 hours a day and are chained to a spot when not attended. Our mahout told me the elephant was better of in Sumatra, that he only came to Bali with the elephant for the money. 3million Rph to 300.000 Rph. So although I had a great time I would not visit this lodge anymore, but please decide for yourself.", ,Positive
197,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or625-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"I have travelled to a lot of places, and this is now one of my favourite. The park itself is absolutely beautiful. The grounds are huge, and so perfectly kept - exotic flowers and little ponds all over the place. We arrived late at night and went to the 24hr bar after our long flight, where we were greeted by friendly staff. The mammoth head bar overlooks the swimming pool and the area where the elephants sleep at night. You could just make out their silhouettes, it was magical. In the morning we went to breakfast at the same bar, while watching the elephants. The breakfast buffet was smaller than some other hotels but there were not too many guests staying and there was still plenty of choice. We then went to wash the elephants, first showering them and then riding them in; …", ,Positive
198,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or75-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html, , , ,"I have visited an elephant sanctuary before, and this one is nothing like it. The elephants are not let free to roam and socialize, for most of the time they are kept in place with a chain 1 meter short. When not chained, they are forced to carry tourists on their back. And don't be fooled by what the park advertises, about how good this actually is for the elephants. Their spine gets deformed bu heavy weights, and the training they undergo in order to be so docile is cruel beyond imagination. Do your research, and find out how an actual sanctuary looks like. And please don't take part in this cruel activity...", ,Negative
199,https://www.tripadvisor.com/Hotel_Review-g297701-d1174492-Reviews-or530-Mason_Elephant_Lodge-Ubud_Gianyar_Regency_Bali.html,Richa V,Richa V wrote a review Feb 2016,Do you love elephants? Still not visited :O,"I have visited few elephant safari, here I found healthy elephants. Good environment and talented staff to handle elephant. Ride elephant around with nice panorama of rice fields. It is located out skirt of ubud approximately 30 min drive from Ubud center.",Date of stay: March 2015,Positive
