,Page url,nama-responden,date-review,title,date-stay,text,rev
123,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2090-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,PeardropsMc,PeardropsMc wrote a review Feb 2017,Beyond words...Amazing!!!,Date of stay: April 2016,"I very rarely return to the same destination/ hotel twice as i feel that it is a big world out there, so i am reluctant to visit somewhere more than once... however Padma Ubud is a hotel i will return to again and again. If you are looking for somewhere to escape from real life, relax, sleep better than you have ever slept in your life and unwind, then this is the place for you. The photos online speak for themselves. This resort is well worth the 1 + 1/2 hour car journey from the airport. From the minute you get out of your taxi, the atmosphere is just so relaxing. You don't hear any noise from traffic, mopeds, tourists etc. that you can hear in other areas of Bali such as Seminyak, Nusa Dua and such like. This results in the best night's sleep you will ever have. The",Positive
124,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or20-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Theodorus E,Theodorus E wrote a review Jan 5,Visiting Padma Resort Ubud,Date of stay: January 2021,"I visited Padma Resort with my wife and we had an absolutely delightful experience there. So many activities to enjoy there esp the cycling experience with Bli Fiska. Had my best breakfast ever at Padma, their guava jam was out of the world. They use their own cultivated fruits and vegetables so no question for the freshness. All crews were so helpful and friendly. I believe I had my best resort experience at Padma Ubud.",Positive
125,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2200-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,PennyAtlas,PennyAtlas wrote a review Nov 2016,"If you're looking for peace, tranquility and luxury...",Date of stay: August 2016,"I visited this beautiful resort just over a week ago. The resort was magical, the staff were incredible and warm and their new Club Room was amazing. The service in this room was beyond all expectations. Everything about this hotel was beyond fault. I applaud the owner of this hotel. Thank you for my amazing experience 😊. Just a couple of photos below of parts of this place.",Positive
126,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2210-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,,,,,"I was amazed by the personal care, friendliness, the rooms and infinite pool at the Padma Ubud. Most of all we were impressed by the the way we were treated, like royalties. On our arrival we were escorted to the club room where we were greeted with a necklace of flowers and smily, kind faces. We all sat down looking into the most amazing tropical views of the surroundings and the views of the infinite pool just below. At the club lounge the table was soon filled with complimentary afternoon tea and refreshments. At this point My 3 girls were feeling very special and my husband and I knew this was going to be an amazing 3 days. The staff were always so helpful, friendly and genuine in their approach to make our stay a very incredible experience especially with the",Positive
127,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or90-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Luhputu Setiawati,Luhputu Setiawati wrote a review Nov 2020,Birthday Staycation at Padma Resort Ubud,Date of stay: November 2020,"I was stay at Padma Resort Ubud on 2nd - 3rd November 2020 with my family. I really loved over all of the resort! From the first step of my booking, i just amazed with the reservation staff and the GM as well. They taking care of my reservation well. The GM sent me the preference letter as well. I'd loved how they treated their guest. After i check in, i amazed with their health protocol. Really really apreciate it. For me thats the important things while we have a staycation in this Pandemi situation. All the staff really nice, until i noticed 1 name ""Bli Nisca"". And i think he was from activity team. He was noticed my family from my first day stay when my family enjoy the pool in the afternoon. He noticed my nephew due to she don't want to stop swimming and the day after",Positive
128,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2170-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Carnaby W,Carnaby W wrote a review Dec 2016,Excellent,Date of stay: December 2016,"I was staying with my dear mother at the Padma resort Ubud....the receptionist who checked us in couldn't speak English...and the bit he spoke , I didn't understand...finally after discussing to get a room with 2beds(the last time I slept with my mother in a double bed was a long time ago)...the told us us about the shuttle bus...the last one is at 9pm...and we better should be at the meeting point 10minutes b fore...because otherwise...they would drive away....and that would be real bad....because don't get fooled with the name UBUD IN THE NAME OF THE RESORT.,the place is 40minutes away behind never-never-land. Every night we took the last shuttle from the city toothed hotel...guess what we were.on time...but the drivers always 30-40 minutes late....even the car was there",Negative
129,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2130-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,,,,,"I will start my review by saying THANK YOU, to all the staff in the Padma Resort for making our stay an INCREDIBLE experience. Especially to EKO, I will explain later why. It all started with the pickup, we were staying at The Mulia in Nusa Dua and the butler there contacted Padma staff and the sent for us, for free. The driver was really punctual and friendly he took us yo a Batik store and to a coffee shop. You would like to know that is a 2 hours drive up hill, but it is all worth it when you reach the resort! They welcomed us with drinks and quick check in, showed us our room (4th floor) and invited us to go and get to know the facilities. We were dying to see the pool and the wait was worth it, amazing views of the jungle and perfect temp to dip in. We spent Christmas",Positive
130,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2315-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,,,,,"I work in customer service and never have I ever experienced such devoted service to customers. From the bell boy to the gardeners to the wait staff to reception, all staff wanted to serve you and upon making requests genuine responses such as ""my pleasure"" was music to my ears. The grounds and facilities themselves are gorgeous and Ubud is absolutely stunning. Best hotel I have stayed in, nothing could be faulted. Also we had Koka as our ""butler"" (driver) and his English was wonderful and he was always helpful and a great communicator. Very charming and entertaining and a great member of the Padma Ubud team!",Positive
131,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2460-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Tim B,Tim B wrote a review Dec 2015,Wonderful!,Date of stay: December 2015,"I would like to commend Hima (F&B Manager) and his team for an excellent service and support that he and his team lend to me! I planned a surprise for my Girlfriend's bday at Padma Puhu and everything went well with the help of Hima's team. We checked in and you will be welcomed by relaxing tea, wet towels and warm welcome by every staffs in padma. Thanks to mr budi for the orientation of the property and trekking the huge property of the hotel. Hima helped me to prepare the room with balloons and flowers. as well as a romantic table setup dinner that i my self didn't expect to happen. also the whole waiters and chefs available went out and sing birthday song for my Girlfriend. I am in awe and very thankful with the extramile legendary service and unforgettable experience.",Positive
132,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2115-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,ShirazScotland,ShirazScotland wrote a review Jan 2017,"One of the most tranquil, beautiful hotels we have ever stayed at",Date of stay: October 2016,"If bright lights and jingle bells are your thing, then this isnt the one of you. But if you are looking for an oasis in the mountains, this is it. The hotel location is fabulous, tucked into a valley with the most gorgeous views from the heated infinity pool. Mist rising, sun setting..it was breath taking, more than words can describe. Ok, so thats the pool. How about the room? This was beautiful, we loved it from the moment we entered and it just made us feel so...""I'm glad we booked here"". Staff were wonderful, however, on returning to our room later, had a small cause for complaint and believe me, the team were amazing. Special mention to Ms Daesy who co-ordinated with me and really made me feel like even the smallest complaint is an important one. We honestly couldnt thank",Positive
133,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2040-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Goldie1969,Goldie1969 wrote a review Apr 2017,Should be 10 star hotel,Date of stay: February 2017,"I'm not sure where to start. This was one of our most opulent and luxurious getaways. We booked for 2 nights and stayed at one of the club rooms. We were courteously taken to provate check in at club lounge. And then came the surprise. The view. Totally OMG moment! The pool was just beautiful and so was the view of the mountains. Check out the pics. The room was super spacious and the toilet was grand. I told the hotel we were in our honeymoon - beautifully decorated bed with flower petals, delicious cake and a romantic bath ready to be drawn with bath salts and an essential oil. My wife loved it. Customer service was impeccable. Always smiling. Breakfast was just fantastic - always had the chef's signature special. Plus we had access to the buffet, which was delicious. Fresh",Positive
134,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2120-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,RR8CM78,RR8CM78 wrote a review Jan 2017,You'll never want to leave...,Date of stay: January 2017,"I'm writing this review from the verandah of the Puhu Restaurant at Padma Ubud after a sumptuous, delicious breakfast with a myriad of choices. Overlooking the phenomenal 250m long infinity pool and beautiful jungle my husband and I do not want to leave but alas have non refundable hotel in Canggu from today. We've been here 7 nights and this place is magical, serene, healing, beautiful and our top 2 favourite Hotels we have ever stayed at and we have travelled the globe and filled several passports between us. This resort is less than 18 months old and we found a deal on scoopon for Premier deluxe Room. The rooms are decorated in the fashion of modern Balinese and understated luxury. A humungous shower with excellent water flow and fixed rainhead and adjustable shower head with",Positive
135,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2200-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Alin K,Alin K wrote a review Nov 2016,Perfect!,Date of stay: November 2016,"Imagine, the sun has set and the steam is rising off the pool, you have a frosty cocktail in your hand while you look out into the lush spectacular rainforest. A perfect escape from the hustle and bustle of the usual tourist destinations. Padma Ubud is about 40 minutes (more in traffic) from Ubud itself. If you're looking for shopping, massages, cheap eats and drinks... I wouldnt stay here. If you're looking for peace, tranquility, relaxation and luxury, then this place will be your very own heaven. The bike riding activity is strongly recommended, see how the locals are living and explore the village. If you don't want to pay Australian prices for drinks then please bring your own! We love to have a few beers but it becomes too expensive every night (even with the happy hour).",Positive
136,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2065-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Georgief121,Georgief121 wrote a review Feb 2017,Amazing place ❤️,Date of stay: February 2017,"In June 2016 my husband and I stayed at The Padma Resort in Ubud for 3 nights, halfway through a trip to Bali. We have previously stayed at The Padma Resort in Legian on numerous occasions. We love The Padma Resort in Legian so we had high expectations for the new Ubud resort. It had only been open for 3 or 4 months at the time however The Padma Resort in Ubud was everything we had imagined and more. We had initially booked a Premier room (standard King Room) however when we arrived, we were told that as the resort was not fully booked yet, we would be upgraded to a Premier Club room for no extra cost. The room overlooked the jungle (the same view from the pool) and it was amazing! Just like The Padma Resort in Legian the room was decorated beautifully, spacious and super",Positive
137,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2075-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,,,,,"In reality the hotel is more beautiful. If you visited Bali, this hotel is a MUST. The staff is the most friendly that I ever meet. Thanks to everyone, especialy to ARDANA, because you made our stay to be memorable.",Positive
138,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2375-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,,,,,"In short: - the staff are friendly and very accommodating - the surrounds are devine - the facilities e.g. gym etc. are great - included activities e.g. bicycling, yoga etc. are a fun addition to each day - the food is great - the rooms are large and very clean - the spa is devine... Tina was fantastic - the pool is just stunnng It is in a fairly remote location so if you're looking for some real downtime in the lush, green jungle... this will be perfect for you. I really enjoyed my time here!",Positive
139,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2380-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Cassnbabes,Cassnbabes wrote a review May 2016,Paradise,Date of stay: May 2016,"In the normal mornings, you can see both Mount Batur and Mount Agung standing side by side behind the forests. The water is cool during the day to provide an invigorating oasis on warm afternoons, allowing you to spend countless hours of relaxing moment looking at the enchanting bamboo forests of Payangan.",Positive
140,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2115-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,dhoutman,dhoutman wrote a review Jan 2017,Amazing visit,Date of stay: January 2017,It is a wonderful hotel combined with its friendly hosoitality staff. Thanks to jerry the waittress. I enjoyed alot visiting there and it is such a paradise in jungle. The nice pool with cheap offer does worth to be appreciated,Positive
141,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2115-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Deriardi,Deriardi wrote a review Jan 2017,Luxury combined with the beauty,Date of stay: January 2017,"It is a wonderful resort in ubud bali, I loved the amazing service we received, the beautiful location away from everything else. It was the perfect place to refresh the mind and stay relax, the infinity pool so beautiful with an amazing view overlooking the jungle and valley of payangan, just like a real paradise, thanks for Jerry and Guna for amazing service. see you next year",Positive
142,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2185-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,,,,,"It is simply the most luxurious and amazing resort I have ever stayed in. Rooms were exquisite, the infinity pool was voted the best pool in Indonesia (completely agree) and the swim up bar is an extremely wonderful asset to the pool and resort itself. The Restaurants provided high quality food and all this was made 100 times better by the staff. Bartenders Eko and Agus took it to the next level and added a lot to the already amazing experience. They both make extremely nice and visually appealing cocktails.The mixology class with Agus is highly recommended as he takes you to the luxurous herb and fruit garden to then come back to the bar and create your very own cocktails! Overall by far the most amazing experience I've ever had at a hotel/resort and you will not regret it one",Positive
143,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2405-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Jeny F,Jeny F wrote a review Apr 2016,Hotel stat,Date of stay: April 2016,"It takes approximately 2 hours to reach here in the middle of Payangan, Ubud, Bali from the city (Denpasar) by car, but it was all paid off when I stepped in to this gorgeous resort. The freshly air to breathe and the blend of nature surroundings around this traditional yet modern touch resort so amazing. The staff are all great and attentive to details and served me well upon checking in and out. They're always smiling and taking care of their duty kindly. The room itself is really big, I chose the room with breathtaking view of their infinity pool and jungle from the balcony. Bed is really comfortable with a choice of pillows for convenient, bathroom is large with bathtub, shower room, and great amenities plus the hot hanger to dry towels just in case towels didnt dry enough",Positive
144,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or50-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,V S,V S wrote a review Dec 2020,Archery at Padma hotel ubud,Date of stay: December 2020,It was nice to do the Archery for the first time. And the trainer Pak Kayan (Mr.K) was very funny helpful and patient with all of us. Padma Ubud is one of the best hotel I've stayed ever. The location is amazing in the middle of the forest but totally clean and cured in any detail.,Positive
145,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or45-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,sigitpawoko,sigitpawoko wrote a review Dec 2020,Vacation at Padma Resort Ubud,Date of stay: December 2020,"It was really nice staying 3 night at Padma Resort Ubud. Excellent services starting from airport transfer (at Pak Surya) receptionist services (at Laras) , room services, house keeping (at Sewarta), and for sure all foods at Puhu (at Pak Solo, Mba Wiwin, Juliarti, Desak, Eva, and others) & Pool Restaurant (pak Kayan & others) Excellent services for all staff hospitality. Best place for relax Nice atmosphere Room is spacious Definitely we will be back again for sure. Thank you",Positive
146,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or40-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Will,Will wrote a review Dec 2020,Awesome biking experience!,Date of stay: December 2020,It was very fun to cyling and saw paddy field. Animal park is clean and has many animals variety. Our children having fun in Padma Ubud. Pak Kayan was very Nice & helpful guide. The hotel staff and manager also very friendly. Recomended for this hotel,Positive
147,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2445-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,,,,,"It's a fabulous hotel. The one that you want to have for a great excape. The room is very nice and comfy. My son and I like it so much. The lobby is incredible especially at night, and the pool is a breathtaking. I surely will recomend this hotel to my family and friend.",Positive
148,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2380-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,,,,,"It's just a wow...when we were entering the room. The room was huge. View from the balcony was incredible. So peaceful, surrounded by nature.The butler showed us everything in details. My daughter was so happy playing at Kid's Cub. Wanna stay longer in our next visit.. Thank u Padma Ubud...",Positive
149,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2235-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Peter O,Peter O wrote a review Oct 2016,A perfect slice of tranquility,Date of stay: October 2016,"I've been to many hotels and resorts globally and must compliment Padma Ubud for the above and beyond level of staff helpfulness. Never have I met such a dedicated group. The rooms were well designed and maintained. The butler service was always a dial away to deal with any questions or make bookings or give suggestions on our behalf. The resort itself is about 30-40mins drive from Ubud but a free shuttle is is provided and you can always take a taxi. Being that it's not central, the resort provides a lot of activities on site such as cycling, yoga, and many more. The views from the infinity pool were a personal highlight of mine. I would highly recommend this and look forward to coming back.",Positive
150,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2470-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Sidonia C,Sidonia C wrote a review Oct 2015,Excellent,Date of stay: October 2015,"Just arrived back from a 2 night trail stay at Padma Resort Ubud, beautiful place , stunning scenery and the Resort itself is beautiful, comfortable rooms, great views and the staff are exceptional, would highly recommend it Will go back in March",Positive
151,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2320-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,JoCar856,JoCar856 wrote a review Aug 2016,Fantastic Hotel,Date of stay: August 2016,"Just came back from Bali and decided to spend 3 nights in Ubud. Our travel agent said that the Padma had just opened and is rated good. This was more than good it was fantastic. The hotel it self is spectacular but the staff were exceptional and the food fabulous. I can not recommend this hotel highly enough, the staff really bent over backwards to help us in every way. Thank you Padma Ubud.",Positive
152,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2015-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,debnadam,debnadam wrote a review Apr 2017,Heavenly,Date of stay: May 2017,"Just like you have died and gone to heaven. Beautiful scenery, beautiful staff and beautiful modern facilities. The best breakfast buffet we have ever seen. We highly recommend this place to all who love a bit of luxury.",Positive
153,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2425-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Melissa H,Melissa H wrote a review Mar 2016,Padma you've done it again!,Date of stay: March 2016,"Just spent three nights at Padma ubud, it's a wonderful resort. Yes its a little further away but it's perfect for relaxation and nature. The shuttle service is more than enough to get you out and about. The spa is a must try and the food is fantastic. One of the best breakfasts buffets you can find. The big thumbs up from me is for the staff. They are simply fantastic!! Keep up the great work!",Positive
154,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2040-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,james2016256,james2016256 wrote a review Apr 2017,"The resort is very large, comfortable and impressive, built on a hilltop with great views out to the surrounding jungle",Date of stay: December 2016,"Large, clean, comfortable and impressive, built on a hilltop with great views out to the surrounding jungle bushland. Views wide, spectacular, in Asian jungle, swaying palm trees and heavy foliage. Very enjoyable. Dining The views are wide and spectacular, taking in the Asian jungle bushland and large swaying palm trees and heavy foliage. This makes for a tranquil setting in which to enjoy the ample breakfast (mostly western in nature and style). The Indonesian coffee is a high-ranking highlight of any holiday in Bali and there is plenty of the bean service to you during breakfast in an unfailingly friendly, hospitable manner by the staff. Staff Unfailingly, the staff at Padma Resort Ubud are very approachable, friendly and readily willing to assist you in queries",Positive
155,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2105-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,,,,,"Let me start by saying that we have stayed in many 5 star hotels all over the world, but this hotel blew us away with their excellent service and attention to detail.Although this is a big hotel it feels like you are staying in a boutique hotel. They even make a point of remembering your name. This hotel has so many positives: very clean, beautiful rooms, comfortable beds, stunning location, AMAZING pool overlooking the forest, delicious breakfast etc. We are already looking forward to returning to the Padma Ubud. What a fantastic hotel!",Positive
156,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2315-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Craig L,Craig L wrote a review Aug 2016,Surpassed all expectations!,Date of stay: August 2016,"Located very far away from the central part of Denpasar makes Padma Resort Ubud a good choice for those of you who wants to have a relaxation, nice and quiet holiday. It is more preferable for people who did not really want to go out a lot and just stay at the resort. Frankly, i don't really like to stay here, not because of the resort cause the resort is amazing however, its because of the distance and the location. So, i would like to recoomened you, if you are interested in staying in the hotel, it is preferable only to stay for couple days and then you move again to the more crowded area. Enjoy! :)",Positive
157,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or70-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,,,,,"location is Ok, not far away from ubud. breakfast food is really tasty and when they're preparing food for us makes me wonder how good they treat us while the occupancy rate still lower than normal season. and for the rest facilities are excellent. their hotel services are top notch, needless to say. so many offerings for their guest including yoga, bike, zoo, jogging track, spa, archery, golf, etc We only spent 1 night there, and we really missed this cozy resort. we recommend this hotel for those who seek leisure or new activities in this covid era. special thanks to mr lee and mr tama for guiding and teaching us basic yoga and archery.",Positive
158,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2385-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,chelhol,chelhol wrote a review May 2016,Amazing !,Date of stay: May 2016,"Location: so far away LOL. 1.5 hours from Ngurah Rai International Airport. When I walked in their front office, I felt so cold. Yup, it's not like the other area in Bali. It's cold and freezing. And the room was amazingly beautiful. The bathroom was big too. The pool is far away from the room, but it's infinity pool. Gorgeous. I love the breakfast. All delicious. Definitely will be back again.",Positive
159,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2445-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,,,,,"LOVE all things.. 1.i'm local, n they treat all the costumer w/ same standart.. whle some other resort don't. 2. We're on honeymoon n they give us beautifull set up w/ flowers on bed, bath tub, n also a very delicious cake.. 3. Their staff are all friendly n helpfull.. The guest officer (laura) give welcome drink, cold towel, she's really nice, friendly, w/ good explnation about the resort, and all activity.. the butler (joshua) really helpfull, very concern for our needed, and gv detail explntion abt the room and d view.. 4. The room is very clean, neat, comfy, d best we ever had. The interior is classy n hv BEST QUALITY stuff.. they hv 5 pillows selection (YES, FIVE) and we can ask for all 5. They hv a VERY BEAUTIFUL SCENERY, jogging track,pools..a view tht make us",Positive
160,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or90-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,,,,,"Love this place sooo much! The staff is awesome, kind, helpful and friendly.. the food was great, service is incredible.. I did a yoga in the early morning with the beautiful view then a spa day, it was probably good! The view from my suite room was amazing with open-air Jacuzzi bathtub! Oh God! I highly recommend! Thank u and see you very soon Padma Ubud!",Positive
161,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Cinvy A,Cinvy A wrote a review Jan 25,Yoga with Coach Tama & Animal Feeding experience was awesome!,Date of stay: January 2021,"Love this place! It was a really great stay! The service, rooms and amenities are all above my expectation. Even did a yoga class in the morning & our yoga instructor, Tama, helped us to explore the hotel and gave us insights on Ubud area!",Positive
162,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Cinvy A,Cinvy A wrote a review Jan 25,Yoga with Coach Tama & Animal Feeding experience was awesome!,Date of stay: January 2021,"Love this place! It was a really great stay! The service, rooms and amenities are all above my expectation. Even did a yoga class in the morning & our yoga instructor, Tama, helped us to explore the hotel and gave us insights on Ubud area!",Positive
163,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2465-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Oriana T,Oriana T wrote a review Oct 2015,The Peak of our Ubud Trip,Date of stay: October 2015,"Loved everything about our stay at this new resort. The staff are so accommodating and it was especially nice to see the friendly faces of Arie, Yoga and Yogi who had worked for many years at the Padma Legian. They will become role models for the new staff members. The rooms are wonderful - generous in both size, facilities and amenities and the setting for the resort is so tranquil. We enjoyed the morning of our second day relaxing beside the infinity pool which overlooks the surrounding 'jungle '. This area will be even more beautiful once the newly planted gardens become established. The meals that we had - breakfast & dinner - were delicious and the executive chef, Ketut, and his staff present each meal with such attention to detail. We were given a tour of the",Positive
164,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2300-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,JamesLourens,JamesLourens wrote a review Aug 2016,Fantastic,Date of stay: August 2016,"Lovely new room with stunning views of lush vegetation and rice paddies. Gorgeous pool, friendly staff,and delicious breakfast. An unexpected highlight was the exciting ""long"" bike ride through the farms and fields with Lenu as our guide. Single track and loose rock climbs and descents, a challenging and fun hourlong ride. The medium ride was also pleasant and on small tracks and roads largely. Very nice new mountain bikes with front suspension and disk brakes.",Positive
165,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or75-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Andrew847777,Andrew847777 wrote a review Nov 2020,Nice hotel & good staff 😍😘,Date of stay: November 2020,"Lovely staffs, delicious foods during breakfast - afternoon tea - and our dinner at The Puhu Restaurants & Lounge, very wonderful experience staying in Padma Ubud Resort. Would love to come back in our next visit in Bali!",Positive
166,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2280-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,,,,,"Luxury hotel with a good service,I love the room, I love the restaurant and I love every,i got best experience in my first time visit bali island,but for next I hope this hotel provides for more Chinese speaker little bit difficult for want to order some food when I have dinner at the puhunya restaurant,and special big thanks to owen the Chinese speaker, because only him can understand and help us for order something! I hope when I back to this hotel will have more Chinese speaker! Because we just thinking when Mr.owen not working we are the Chinese guest will be stuck and can't do any activities also order some food,one more time I would like to say thank you to padma hotel ubud management and to owen the Chinese speaker ❤",Positive
167,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or2340-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,,,,,"M husband and I booked in for a one night 5 star retreat and decided to stay an extra night because we were so impressed with Padma. The infinity pool is most definitely the feature, but the rooms are elegant and luxurious, all with modern fittings but with a beautiful Balinese feel. The staff are clearly trained to be polite and friendly. The food was delicious. We also did a wonderful yoga class with experienced teacher, Made. We will be back!",Positive
168,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or25-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,kartolo,kartolo wrote a review Jan 1,Kids felt happy at Padma Ubud Bali 👍👍😍😍😁😁,Date of stay: January 2021,"Many activities for kids,All the staff are kind,the hotel is recomended for us. Kids are fun with the animal story from Mr Yoga at the Farm animal.Thank you Mr Yoga for explain about the animals for Rey and Ken👍👍😍😁",Positive
169,https://www.tripadvisor.com/Hotel_Review-g608492-d7907965-Reviews-or50-Padma_Resort_Ubud-Payangan_Gianyar_Regency_Bali.html,Berni G,Berni G wrote a review Dec 2020,Good Activity at Padma Ubud Resort,Date of stay: December 2020,"many activities that can be done while staying at Padma Ubud. feeding animals, riding bicycles and most recently archery. For archery we have never done it before so it is the most enjoyable experience, guided by Mr. Agus, very friendly and very good at guiding archery.",Positive
