,page url,date-stay,date-post,nama-responden,text,title,rev
73,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or1065-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: January 2012,kirisydney wrote a review Jan 2012,kirisydney,"Having read reviews on Trip Advisor, we booked the Viceroy as the reviews read very well. You always wonder if someone else's 'excellent' will be your idea of excellent too. We were not disappointed at all. The Viceroy is one of the best hotels we have ever stayed in and we've stayed in some of the best (The Ritz Piccadilly, The Waldorf Astoria, The Regent in Chang Mai to name but a few to give you the idea). The Viceroy left them all standing! The villa was divine, the facilities absolutely superb, the views breathtaking and the food really was exquisite (even the room service - something that most hotels struggle to get right). The spa treatments were amazing - after a couple of hours in Lembah Spa I was so incredibly relaxed, the ladies were ever so attentive and very; …",Share Bliss,Positive
74,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or1015-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html, , , ,"Having recently returned from 7 wonderful nights at the Viceroy, it certainly lived up to it's name. From the pick up at the airport we were greeted by our driver, provided with cold towels and cold bottled water for the long drive to Ubud. Paying US$25.00 was indeed handy for express immigration to avoid the queues at the airport. Contact the hotel in advance and they will arrange this for you and it will be added to your bill upon checkout. You are greeted by a hotel representative and escorted through immigration, luggage is then collected for you and then you are escorted out of the terminal to your driver. The deluxe terrace villa was beautiful, clean and modern with all amenities provided including robes, slippers, i pod docking station, lilly coffee pods for the; …", ,Positive
75,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or940-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: September 2013,MikeHeb wrote a review Oct 2013,MikeHeb,"Having spent 10 days at the fabulous Oberoi in Seminyak, the next part of our stay was 3 days at the Viceroy in Ubud. Look if your looking for a very good hotel, in a beautiful area,with good service, large rooms and a heated plunge pool, then look no further, but do be aware that you can get the same for less than half of the US$625 per night you will pay here. There are no luxury touches that one would have expected. Even though we were upgraded from a garden to terrace villa on an Amex deal, its still 50% overpriced( compared to other Ubud properties) We stayed in Terrace villa 3 The light fittings are by IKEA, and the light fitting in the alcove in the shower was loose ( see pic), the shower splashes here, so was concerned about electric safety. The balustrade around the; …",Has potential to be a true 5-star Hotel,Positive
76,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or990-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html, , , ,"Having stayed at several hotels in Ubud and other parts of Bali, this is truly one of the best hotels I've ever experienced. The villas are fantastic and impeccably maintained, with every detail paid attention to. Each has a private pool and all the amenities you'd expect from a 5 star property. The food is amazing and all meals are served a la carte. If you prefer to use the main pool rather than spending the day in your villa, you will always find a spot there, too, even when the hotel is full. You can rent bikes as well as scooters to explore Ubud, or the hotel will provide transportation to and from the town center complimentary throughout the day. The entire resort is beautifully maintained and you feel like you're in a brand new hotel but with servcie levels you'd expect; …", ,Positive
77,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or205-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html, , , ,"Here are the advantages and disadvantages of staying at The Viceroy. First, the staff are incredibly good and will put the best staff at some of the prominent 5 star hotels to shame with their exceptional unremitting service. From our driver Margi to the receptionist Tara, to Pushpa our baby sitter.. no request is big or small for them. Second, the attention to detail in the rooms from the ambience to the amenities is excellent. we booked the Regal 2 villa with a private pool and panoramic views of the adjoining tropical forest - amazing! Third, the food is scrumptious at the hotel and make sure you take the package including breakfast which is world class. Plus one can have the meals by the poolside or the cabanas. The disadvantage - you will get used to this level and; …", ,Positive
78,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or60-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html, , , ,"I actually shed a tear when i settled in our second leg of the trip, what was special? The service is unmatched. Every staff member makes you feel like a king at home Everything is catered to your liking, however you like to do it they do it. The villa was next level, clean and cozy feel. Plunge pool was nice and warm. Couches comfy. Chef Wouter nailed it for us. Customized experience. We expected a 8 out of 10 experience. The experience was 15 out of 10, unmatched. Definitely a 7 star hotel hands down. Wished they had viceroy in other parts of the world. The only thing the hotel and every hotel in Bali can improve on is wifi in the rooms.", ,Positive
79,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or990-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html, , , ,"I am a seasoned traveller - please read my profile to put my review into perspective. I lived in SE-Asia for 6 years in the early 2000's and still come back lots. I stayed at the Viceroy with my wife for 6 days just before new year. For people less familiar with Bali, it is a high end Ubud boutique hotel; there are about 4-6 similar ones around Ubud, such as the Alila or the Hanging Gardens. Hotels around Ubud provide the rice terrace / mountain type holiday feel, whereas Kuta, Seminyak and most other well known suburbs in Bali typically are the more ""Beach type"" places. Make sure the mountains / rice fields is what you are after if you go to the Viceroy (or any hotel around Ubud) If this is what you like, then the Viceroy does a fantastic job, at a high end price. The rooms; …", ,Positive
80,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or1005-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: October 2012,Johann&amp;Sandra wrote a review Oct 2012,Johann&amp;Sandra,"I am generally not a person for expensive hotels or posh resorts particuarly when staying in Asia as I prefer to be immersed in the local cultural but I have to say this place is an exception! :) We (myself, my husband and our young son) only stayed here for 2 nights (which was probably the perfect escape from reality time for us) as I got it as a mystery deal on Wotif.com for US $100/night. We actually got picked up from a cheap family run bungalow we were staying at in Monkey Forest road and were transported to the Viceroy in their luxury air-conditioned van. We had seen the pictures of the garden villa (the cheapest room) online, but nothing prepared us for seeing it in real life, my husband and I were speechless, we couldn't stop laughing and smiling like we'd won the; …","Overpriced for Bali, but We Had a Lovely Time Here.",Negative
81,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or190-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: September 2018,koiboysnow wrote a review Oct 2018,koiboysnow,"I am still dreaming of the smell of the room (what is that flower scent that is pumped in?). Just returned from a 4-night stay at the Viceroy to kick of our honeymoon and I don't even know where to start.... the grounds, staff, food, service, everything is over the top! Every staff member treated us like we were the only guests at the entire resort. The grounds are beautiful and the toughest decision we had everyday was whether we wanted to go out and explore Ubud or just relax and enjoy our private pool, as well at the main pool villa-- of course we recommend you do a combination of them both. The complimentary shuttle into town is perfect, as you can't really walk anywhere. It was super reliable! For an extra fee they will also drive you to places beyond their zone. I was; …",Fantastic Holiday,Positive
82,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or225-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: July 2018,Whatidid wrote a review Jul 2018,Whatidid,"I arranged a romantic dinner at the viceroy hotel for my girlfriends birthday, the staff were amazing at organising and personalising the experience. The staff were first class, the food was perfect and the atmosphere was elegant with a saxophone player, who performed happy birthday with the staff whike handing a birthday cake and chocolates over to her. Highly recommend this hotel it was 10/10! The manager was super friendly and accommodating through out. Thank you",Welcome to the Jungle!,Positive
83,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or975-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: March 2013,Jennifer H wrote a review Apr 2013,Jennifer H,"I arrived 2 days ahead of my wife and was immediately struck by the relaxed atmosphere. Within 12 hours of her arrival she also commented unprompted that the Viceroy was intoxifying n its relaxation and it was hard to think beyond just relaxing all day. Our free 2 hour session at Lembah Spa was wondrous, an eye opener even for my wife who knows her spas! The staff could not be more helpful or friendly, they are close to hand but not intrusive, extraordinarily polite and helpful. This was apparent even before my arrival in the efficient manner they took my reservation and answered all my questions. The rooms lack nothing and as a frequent business traveller it is rare to be able to say that. All the electrical outlets you could need, where they should be. Comprehensive; …",Pure Indulgence,Negative
84,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or1105-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: November 2010,tyra69 wrote a review Dec 2010,tyra69,"I booked a stay here through the Small Luxury Hotels website. Firstly, the actual view of the valley is more amazing than what the photographs show. Next, the villas are very spacious and private. We actually forgot that there are other villas next door. Third, the service is exceptional. I was particularly impressed by how quickly they set up their meeting room for me to take an urgent conference call in privacy. One staff member set up the conference telephone checked that my laptop had Internet access and adjusted the air conditioning temperature to my liking before leaving. They even supplied drinking water without being asked. It may not be a business hotel but the service was professional and prompt, and any travelling businessman likes that.","The Viceroy is ""The PERFECT Destination"" for a Honeymoon!",Positive
85,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or1000-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: September 2012,milesPerth wrote a review Nov 2012,milesPerth,"I came here with my girlfriend and it was fabulous. Can I start by saying the best thing about this place is its staff. They are an absolute credit to this hotel. From the greeting by the lady on reception, to the gardeners going about their daily business, everyone gave us a very warm welcome. Conversation was cheery and English was impeccable. They can not be faulted. The hotel itself is amazing. The way that the rooms were crafted is probably the most unique I've seen for a while. A personal pool in every room is just to be seen. The hotel is bijoux but you get the feel that it is organically expanding. You can see where it started and how it has developed with new villas being built now which will be finished next year; and why not. We ate mostly at the hotel and; …",You can't put a price on a stay like this,Positive
86,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or65-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: August 2019,66bradders wrote a review Aug 2019,66bradders,"I can call this place is number 1 in Ubud, great villas, super nice people work there and great fine-dining experience at the new Aperitif restaurant! Highly recommended to visit spa also and enjoy the infinity pool with best view ever. Garden villa is huge and has a good privacy!",Serene Bali,Positive
87,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or200-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: September 2018,Yasmin M wrote a review Sep 2018,Yasmin M,"I can’t say enough positive things about my incredible experience at the Viceroy. We spent 5 nights on our Honeymoon with them and it was perfect. The hotel and grounds were breathtaking. The room was incredible, but even more important was the staff at the hotel. We felt at home the second we walked in. Everyone is so friendly, personable and the genuine care for their guests shines through. We spent time with the staff driving around Ubud and each one of them was so enjoyable to speak with and learn about. Jero and the staff made the trip that much better. I also can’t forget about the breakfast which is a great experience in itself. Amuse-bouche for breakfast! - Don’t miss out on this place. Its the best all around hotel I’ve ever stayed at.",Honeymoon in heaven!,Positive
88,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or40-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: October 2019,Elena Z wrote a review Nov 2019,Elena Z,"I don’t have enough superlatives for this hotel. We were truly cared for on our visit: Perfect people, perfect property, amazing food (Apéritif and cascades), great tours, wonderful spa, efficient pick up and delivery to dps, dedicated shuttle, greeted by name at very occasion. Other hotels should send their people here to understand what a 5 star experience really means.",Amazing honeymoon experience,Positive
89,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or1140-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: March 2010,hinikuru wrote a review Apr 2010,hinikuru,"I don’t usually bother with reviews, but this is an exceptional place. I travel often with my wife around Asia, as it is convenient for us when we require a quick weekend break. A friend pointed out a review of Viceroy Bali in a magazine, and I thought it would be a lovely place to bring my wife for our 10th wedding anniversary. We are a couple who like nothing better than to lounge around the hotel when on holiday. We felt totally pampered by the impeccable service rendered, from the moment we stepped into the hotel until we left 3 days later. We could choose to dine in our room or eat at the restaurant. The food was delicious and they have such an extensive wine list, which is quite remarkable for a boutique hotel. We could soak inside our small pool in the villa, or use the; …",Luxury - Perfect Romantic Escape,Positive
90,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or1155-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html, , , ,"I dont have time to say too much but this boutique resort is amazing. Luxury all the way and excellent attention to detail. The rooms are huge with everything you would expect in a top 5* property and more. Complimentry cold drinks, coffee machine, slippers and robes, quality toiletries and more. The outlook is divine, there are 3 seperate chill out areas and a pool in the bathroom. I did not want to leave the resort. It also has a great gym, and a lovely restaurant and pool falling over the cliff. The staff a friendly and professional and they provided an excellent limo service to town. I have interior design background and work for a hotel group and all I can say is this resort is up there. I would ddefinately recommend it to anyone looking for quality, luxury and attention to; …", ,Positive
91,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or1165-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html, , , ,"I don't think that writing a review will show and express how amazed am I! My stay at The Viceroy was something out of this world. I really felt that I own the whole world. There was nothing in my whole stay that disturbed me or I found it inconvenient at all. First, my booking was for a honeymoon package in the terrace villa for 3 nights which I booked directly from the resort by contacting them by email (Nila was the one responsible for this, whom we found at the front desk on our arrival =) ). The first amazing thing was that Nila gave me a 30% discount so I got an awesome price! The package included a VIP immigration process, and it really was. When we arrived at Denpasar airport, an employee from the airport authority was holding a sign with my name, then he took our; …", ,Negative
92,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or45-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: September 2019,Joshman555 wrote a review Oct 2019,Joshman555,"I had 2 times amazing experiences in viceroy Bali 1st one in 2018 and again on 2019, i still can feel the good vibes there starting from the private villa, breakfast, outside spaces and pool , two indescribable restaurants , the amazing staff from the reception, restaurants and room service. also a perfect preparation for my special occasions, i had candle light dinner , and spa services was very excellent especially their facial products and massage oils. last but not least also the touring services i had full day tour in a comfy , clean and excellent car and the driver was very helpful and gentle. If i could have a vacation 2020 definitely i will come again to VICEROY BALI. It will be the perfect choice and destiny to go away from daily stressful life and work.",Absolutely Stunning,Positive
93,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or110-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: April 2019,Meowsedi wrote a review Apr 2019,Meowsedi,I had a relaxing holiday. Most of the staff were very good. Two suggestions to the owner for his consideration. 1. Restaurant service varies from excellent (when few tables to service) to terrible when the restaurant is full. On my final day there was a dance display and the upper level restaurant was full. My table was in the lower level. Service that night was the worst I have experienced in any hotel anywhere. I explained everything to the F&amp;B Manager. 2. A small section of the Restaurant ceiling is frequented by geckos. On the first night a gecko fell on my table. I was more concerned about gecko droppings falling on my food. I have explained to the F&amp;B Manager a simple way to get rid of them. 3. There was a very limited selection of Balinese cuisine. I come to Bali to; …,Great stay,Positive
94,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or50-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html, , , ,"I had high hopes after staying in another 5star resort recently and after reading all the amazing reviews. I think that at a place that’s rated #1 in the world for hotels you really shouldn’t have to ask for the same thing multiple times, have to worry about allergens in your food, or be disturbed with an awkward conversation with housekeeping about whether I want them to turn down the room or not. First things first, the room is amazing. They decorated it nicely for our honeymoon with roses on the bed and a yummy cake. The cascades restaurant is also very good and we pretty much only ate there during our short stay. The only Problem was that on the papaya salad (which states it has peanuts in it) they decided to substitute with cashews without my knowledge (and which I am; …", ,Negative
95,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or980-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: March 2013,Hamed F wrote a review Apr 2013,Hamed F,"I had spent several days in Kuta and Seminyak and the hustle-and-bustle and tacky tourism that has overrun some of these locales wore me out. So upon arriving at this jewel of a hotel, I finally was able to relax and experience the rejuvenating powers of this magical island in a peaceful, serene setting. There is one thing that stands in my mind, more so than anything else, in describing the Viceroy and that is serenity. The lush settings, the warm and intimate staff, and the presence of other like-minded guests really add up to give one a sense of being in a time and space that transcends the sterility that sometimes permeates the usual five-star chain hotels. I didn't feel this way staying at the Viceroy. I felt as though I was being treated like a dear family member who; …",Honeymoon in paradise,Positive
96,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or205-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: August 2018,hdgal21 wrote a review Aug 2018,hdgal21,"I have given a few 5 bubble reviews in my time because at the time, I genuinely felt they were worth it, then I stayed at the Viceroy which is worth 10!! Upon arrival, we were greeted with Leis which smelt amazing, check in was quick and easy and they offered us our welcome drink in the villa, we opted for the alcoholic choice which was a lovely Mojito. The room was just unbelievable, it was big, clean and we felt like royalty. We had a private pool with a beautiful view of the jungle and the whole atmosphere was private and peaceful. They offer a shuttle with 2 convenient drop off points which will take and pick you up on request, they also do the nicest little turndown service where they lay out your robes and slippers and leave a chocolate on your pillow!! I think the; …",Simply Amazing,Positive
97,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or990-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: December 2012,Roman K wrote a review Jan 2013,Roman K,"I have never been compelled to review a place on Trip Advisor before but my stay was so amazing it deserves the praise after our 6 night stay. The Viceroy is where I chose for my honeymoon and it was absolutely perfect. I would highly recommend it for a honeymoon, getaway, or rejuvenation trip. - the property is stunning with amazing architecture and every detail thought through. - you are surrounded by tranquility - the food was amazing. We had reservations booked in Ubud but canceled all but one night because we enjoy staying on the property and enjoying the food. - the staff was extremely kind and accommodating. Wonderful service! - I am not positive but I think they said the place was 75% full and we felt like we owned the place. - we recommend the sunrise volcano hike; …",One of the best in Ubud!,Positive
98,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or85-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: June 2019,Velascoc2 wrote a review Jun 2019,Velascoc2,"I have to admit I was extremely surprise - in a good way - by this property! The staff is impeccable, the room, hotel facilities, amenities, food, pool, breakfast and the view - oh the view - can turn your stay in Ubud even more special!",Honeymoon in Paradise!,Positive
99,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or150-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html, , , ,"I have visited this magic place in the heart of Ubud for dining - food and service just amazing. More over you will enjoy the best view. Highly recommend to visit, once you will be in Ubud. It’s 100% worth it!", ,Positive
100,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or985-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html, , , ,"I just had the most amazing stay at the Viceroy Bali in Ubud. My luxury villa had a beautiful refreshing pool and relaxing Bale with a stunning view of the tropical rain forest. So much room to spread out and relax in my own private retreat. Cascades restaurant is a must with the best Consomme I have had outside of Europe and OH the lamb chops are to die for :-) and then there's the wine list :-) The staff are so friendly and courteous. Lembah Spa has melting massages and devine facials. This was truly an experience I will never forget. Thank you Viceroy Bali, you are 10 Stars.", ,Positive
101,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or125-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html, , , ,"I just returned from a 4 night stay at the Viceroy and am already trying to arrange a time to return. This hotel is a perfect combination of a quiet retreat with fabulous food, services/activities and privacy, yet close to a bustling town and interesting sights that can be accessed easily (by private car + guide if you like) at a moment's notice for those needing a cultural fix. I can't say enough about the entire staff, from the front desk to the restaurants to the spa, who do everything possible (and also try the impossible!) to make your stay absolutely flawless. I came on my own after a busy 3 week dive trip and despite not being part of a ""couple"", felt comfortable dining alone and making use of all the resort offers. I think my blood pressure reduced by 20 points after; …", ,Positive
102,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or10-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html, , , ,"I love how the design is so Balinese with the huts and everything. The staffs were very friendly to us too, they help us in our every needs. But what I love the most is the lounge/bar called Aperitif Bar. It is very nice and comfortable, the holy grail of bar in Ubud area. Plus they have this nice restaurant called Aperitif just next to the Aperitif Bar that serves delicious food. It's always a plus when a hotel has a nice restaurant and a nice lounge to relax after a heavy dinner for me :)", ,Positive
103,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or995-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html, , , ,"I planned an extended 5 week trip from NJ to London, then Singapore, Phuket, Bali then Paris before returning to my home in The Garden State. After a week at the W Hotel in Seminyak we headed to the Luxury enclave of The St. Regis Bali. from there we decided to change the scenery all together and spend 2 glorious nights high above the rice fields at the Viceroy in Ubud. The property shines with exclusitivity from the moment you approach the private road to the resort and pass the Viceroy's private helipad. Even though we arrived by private car service and not a Helicopter we were greeted with the utmost joy and courtesy. The extremely attentive staff and front office manger quickly escorted us to our villa perched high on a cliffside with dramatic views of the rice fields and; …", ,Positive
104,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or1025-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: June 2012,CHRISandJENN wrote a review Jul 2012,CHRISandJENN,"I recently stayed at the Viceroy, Bali and can not imagine a more exceptional stay. The villas are incredible, the service is amazing and the property exceeds all expectations!",AMAZING! PRIVATE! TOTAL LUXURY!,Positive
105,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or5-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html, , , ,"I stayed at the Viceroy for two nights in mid January. Absolutely fantastic location, service and villa were luxury at its finest. Made new friends and left with a big smile. Highly recommend this magical place for its beauty, comfort, privacy and class. Cocktails and dinner at Aperitif and Cascades is a must. I honestly didn’t want to leave. If you turn of all the lights at night you can see a canopy of stars and fireflies zooming by. Just magic.", ,Positive
106,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: February 2020,Ashley Hann wrote a review Mar 2020,Ashley Hann,"I stayed at Viceroy Bali in March with a friend and had the most incredible experience. We stayed in the Deluxe Terrace villa and it was gorgeous — so spacious and luxurious, private pool &amp; cabana, and the view of the jungle from the room were amazing. The food was excellent (do NOT miss a dining experience at Aperitif!! unforgettable!), the main pool was so pretty and peaceful, and the staff were exceptional. We were especially please with how well-trained and knowledgeable the staff at Viceroy was — along with being friendly and warm of course, they also seemed really confident and comfortable, chatting and joking with us, giving us tips on food and wine... we were constantly impressed. Felt like we were among friends &amp; family. Would love to stay here again and can't; recommend it enough!; …",An absolute dream...,Positive
107,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: February 2020,Ashley Hann wrote a review Mar 2020,Ashley Hann,"I stayed at Viceroy Bali in March with a friend and had the most incredible experience. We stayed in the Deluxe Terrace villa and it was gorgeous — so spacious and luxurious, private pool &amp; cabana, and the view of the jungle from the room were amazing. The food was excellent (do NOT miss a dining experience at Aperitif!! unforgettable!), the main pool was so pretty and peaceful, and the staff were exceptional. We were especially please with how well-trained and knowledgeable the staff at Viceroy was — along with being friendly and warm of course, they also seemed really confident and comfortable, chatting and joking with us, giving us tips on food and wine... we were constantly impressed. Felt like we were among friends &amp; family. Would love to stay here again and can't; recommend it enough!; …",An absolute dream...,Positive
108,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or85-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: June 2019,tropicalkiwi wrote a review Jun 2019,tropicalkiwi,I stayed at villa 18 recently. The villa offered amazing views of the jungle and our favourite spot was the infinity edge pool where we would laze around to admire the jungle views. What sets this hotel apart was the TOP notch service from all the staff members. I dined at both the restaurants. Aperitif for dinner was amazing with very good food and cocktails. Really enjoyed the breakfast at cascades too.,"Special, but needs some love",Positive
109,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or1040-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html, , , ,"I stayed in villa 5 with my friend and upon arriving we were greeted in typical Balinese style , warm ,friendly with a beautiful Lei put around our necks and a lovely welcome drink in the lobby whilst our rooms were being checked.The villa was beyond our spectations and the view was truly magnificent .staff were on call to attend to your every need with a smile .The bar and restaurant overlooked the Forrest infact the Forrest could be seen from everywhere. This is definitely the place I would want to spend with someone special .the only downside is that it's not cheap !", ,Positive
110,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or1060-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: January 2012,SPRIY wrote a review Jan 2012,SPRIY,I travel around the world and I found the most relaxing spa in Ubud! The Lembah Spa. It is not just relaxing but it is soooo beautiful. We went to the spa with my family. We were treated like royals. Everybody was very nice. They have one of the best view in Bali. I highly recommend the luxury treatments. You wont want to leave this place ones you are there. It still comes back in my dreams!,"Great resort, superior service!",Positive
111,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or980-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: April 2013,lyonsong wrote a review Apr 2013,lyonsong,"i traveled to bali with a friend and we split the responsibility of finding hotels. he booked us 2 nights at the viceroy. apparently there was some online deal but even so, it was $500US per night. i nearly passed out when i discovered the cost. having said that, it was lovely. our room was huge with a small private pool and a deck overlooking a valley and rice paddies. we loved the room -- absolutely no problems with it. the staff at the hotel were delightful, and they drove us into town on a couple of occasions. they are pretty strict about dropping people off at one of two places -- yes, i understand that ubud is becoming a huge sprawling town but honestly it would be nice if they would extend this service to more of ubud. (we were there during the low season, not; …",Absolutely Beautiful,Positive
112,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or20-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: November 2019,Bonnevivante88 wrote a review Feb 2020,Bonnevivante88,"I visited Viceroy Bali on business for site inspection to host destination weddings and honeymoons for our clients. I experienced stay in Deluxe Terrace Villa with private swimming pool, Aperitif restaurant - 5 course dinner and much more. I did site inspections of several villas and all are great! As per dining experience Viceroy Bali can proudly boast on the best fine dining place in Bali - Aperitif restaurant - that is very popular among in-house guests as well as public ones. Chef Nick creates his magic and regardless how “spoilt” you may think you are he will definitely impress you! This is the high level hotel for travelers who are looking for privacy, comfort and tailored service. I highly recommend this property for all travelers, including wedding couples and; …",PERFECT,Positive
113,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html, , , ,"I visited Viceroy Bali together with my boyfriend, we wanted a romantic getaway! :) From the moment we entered the property we could feel the high standard of the hotel! Through the whole stay everything was truly perfect. Magnificent service, great villa, delicious food and of course the view over the main pool - ah, unforgettable! We would highly recommend you to visit Viceroy if you're looking for a luxury experience, but at the same time would like to feel that you are actually in the heart of Bali, surrounded by jungle and nature.", ,Positive
114,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html, , , ,"I visited Viceroy Bali together with my boyfriend, we wanted a romantic getaway! :) From the moment we entered the property we could feel the high standard of the hotel! Through the whole stay everything was truly perfect. Magnificent service, great villa, delicious food and of course the view over the main pool - ah, unforgettable! We would highly recommend you to visit Viceroy if you're looking for a luxury experience, but at the same time would like to feel that you are actually in the heart of Bali, surrounded by jungle and nature.", ,Positive
115,https://www.tripadvisor.com/Hotel_Review-g297701-d603335-Reviews-or1130-Viceroy_Bali-Ubud_Gianyar_Regency_Bali.html,Date of stay: June 2010,easy_does_it_2 wrote a review Jun 2010,easy_does_it_2,"I wanted some place quiet and beautiful and I admit I was sold by the beautiful pictures of the villas. In reality, the entire place is that beautiful because of the nature surrounding it. If you are a nature lover, you will really like it here. It made you want to just lay by the pool or soak in the tub or sit at the day bed and read. Room service was available at anytime, which kinda made it hard for you to leave the villa as everything that you needed was provided for: food, water, tea, hot shower, tub, pool, and if you like Toblerone chocolates, they even have that in the mini bar. I had a great time here.","Wonderful resort, it was hard to leave",Positive
